Time,pt0_sigxx,pt0_sigyy,pt0_sigzz,pt0_sigxy,pt0_sigyz,pt0_sigxz,pt1_sigxx,pt1_sigyy,pt1_sigzz,pt1_sigxy,pt1_sigyz,pt1_sigxz,pt2_sigxx,pt2_sigyy,pt2_sigzz,pt2_sigxy,pt2_sigyz,pt2_sigxz,pt3_sigxx,pt3_sigyy,pt3_sigzz,pt3_sigxy,pt3_sigyz,pt3_sigxz,pt4_sigxx,pt4_sigyy,pt4_sigzz,pt4_sigxy,pt4_sigyz,pt4_sigxz
23.0,-5032004.347663193,-6557790.19184626,-3004828.2698320895,-313371.2717317096,0.11921153437223675,-0.06168787057393116,-5500140.639836611,-6500000.57815569,-2799921.3502736306,83.61208225562814,-0.1419897093021616,0.6099563828174333,-5499972.602847407,-6499971.023657177,-2800040.5814759247,0.14337214433402382,0.00037863985953098556,-0.0003018156124181267,-5999974.769517474,-7000029.605794621,-3299984.622312043,-27.04952584345746,0.002113587315406868,-0.0011484423754619156,-5999974.040113559,-7000029.814050607,-3299984.4143231143,-26.88914301888871,0.001092118612475265,-0.0011818639742497035
23.25,-4843266.325199458,-6581640.313317351,-3087634.6266862513,-440036.5602324264,0.17459499975486656,-0.10914560746730145,-5500218.9910836,-6499998.828786399,-2799878.9831734262,131.43913803973192,-0.21744473051765212,0.937663854467111,-5499959.235580635,-6499956.890989824,-2800060.451329905,0.21356148875435946,-0.0011676427752572807,-0.0014533624376828077,-5999962.459786456,-7000044.055872387,-3299977.121905437,-40.24045121063537,0.003144879461649021,-0.0017090990974431047,-5999961.374575369,-7000044.36565273,-3299976.812400041,-40.001569676407485,0.001624469434793771,-0.0017584720355821037
23.5,-4650565.617397647,-6606049.907927077,-3172204.9329920663,-569391.9651947696,0.23191008293656465,-0.1611787824460309,-5500301.799479403,-6499996.908683848,-2799834.252399838,182.0295757287256,-0.29702373123682513,1.2844713635663716,-5499945.141566927,-6499941.99142548,-2800081.399957063,0.2868086693163521,-0.0027070156354501093,-0.002627570124553411,-5999949.492251751,-7000059.280199662,-3299969.221332592,-54.134142469495075,0.0042313766333317996,-0.0022998559313980264,-5999948.032246259,-7000059.6969024185,-3299968.804875321,-53.81248029013011,0.0021851258704550943,-0.002365903806624563
25.0,-4623883.954773699,-6609936.560197786,-3184104.3013358177,-587568.8695205927,0.24594752782654505,-0.1895997208093367,-5500325.052669375,-6499996.848414745,-2799821.4211375224,195.94866453031966,-0.32037927668749866,1.3904869954780494,-5499940.549318501,-6499937.184359445,-2800088.1126254504,0.27950239759871504,-0.0007507634469874204,-0.0017682873294874964,-5999945.380830275,-7000064.117453545,-3299966.7199654644,-58.52824072350156,0.00457619622365328,-0.002487820552011375,-5999943.802168534,-7000064.567852887,-3299966.2695610523,-58.1798617847063,0.0023621035058346562,-0.002558511867981943
40.0,-4622401.343621114,-6610113.162858036,-3184759.3901667846,-588556.7705410252,0.24225740575764723,-0.18680889210018137,-5500277.528165296,-6500007.897141988,-2799840.6620791308,160.9451337050989,-0.29381002437636106,1.2759291908831223,-5499939.253087766,-6499935.598790529,-2800089.7999573536,0.3758687833248767,0.009955303081970748,0.004426023292719687,-5999944.311974505,-7000065.397122913,-3299966.07677612,-59.647515922117265,0.004666747079362891,-0.0025381504886501055,-5999942.7029888565,-7000065.855675422,-3299965.6175442785,-59.29111264619997,0.002406531549738974,-0.00260866081140292
50.0,-4621624.549629684,-6610203.870773372,-3185102.315387208,-589073.443879362,0.2397897376523892,-0.1848961529389878,-5500247.536317481,-6500014.916376369,-2799852.8331739916,138.8309402979233,-0.27724329681701754,1.2020016907793334,-5499938.8434909275,-6499934.7165094465,-2800090.705201116,0.6182269044469444,0.010979937964930147,0.005318730448245568,-5999943.698959715,-7000066.131477534,-3299965.708084886,-60.288942545390704,0.004718682806903319,-0.0025670429114234943,-5999942.072570658,-7000066.594715495,-3299965.243778675,-59.92792590175429,0.0024319689659521855,-0.0026374203897123532
60.0,-4620922.448552913,-6610285.937238992,-3185412.1769394535,-589540.5263052441,0.23735105294012948,-0.18300910673423854,-5500218.856007446,-6500021.664311559,-2799864.464432174,117.66365275919814,-0.26143480624177684,1.130216990729636,-5499938.619100336,-6499933.91738797,-2800091.505101212,0.9271796861015393,0.010077068920048034,0.00504926525921903,-5999943.136008942,-7000066.8059141645,-3299965.3695890987,-60.87786042008448,0.0047663580981977365,-0.0025935760354987643,-5999941.493627282,-7000067.273462703,-3299964.9006162044,-60.51260816605962,0.0024553103794494684,-0.0026638247594419984
75.0,-4619994.235757968,-6610394.674487231,-3185821.5714827687,-590158.2276793995,0.23376086338901705,-0.1802364396417894,-5500178.666220918,-6500031.183630185,-2799880.7115186867,87.96444783778655,-0.23910762017917975,1.0273249966940554,-5499938.495538577,-6499932.844063662,-2800092.5391306677,1.4506739532281,0.007793101361375685,0.003908815919663757,-5999942.376123057,-7000067.716289727,-3299964.912842449,-61.6726320882338,0.0048306578301392815,-0.0026293809939341092,-5999940.712137455,-7000068.189666688,-3299964.437559723,-61.301664772790325,0.0024867832117621285,-0.002699452420118988
90.0,-4619161.8173581185,-6610492.445792923,-3186188.444891175,-590712.3645701231,0.23024029716254765,-0.17752162238631045,-5500141.18998542,-6500040.114701165,-2799895.786397666,60.237270197795496,-0.217955272524204,0.9291420550817335,-5499938.481089112,-6499931.8582984,-2800093.450459166,1.9916385660908575,0.006021583804182921,0.0029122194184190153,-5999941.681607247,-7000068.548301051,-3299964.4955336675,-62.39892178454474,0.004889369153825366,-0.002662091662615717,-5999939.997864245,-7000069.027010194,-3299964.014476189,-62.02273259373542,0.002515518151336451,-0.0027320000369676373
99.5,-4618667.271876633,-6610550.637124106,-3186406.296781805,-591041.653294185,0.22803885353202963,-0.17582539634133584,-5500118.514272403,-6500045.539349241,-2799904.872018447,43.44755770467113,-0.2049900793589181,0.8688237846704681,-5499938.500037526,-6499931.262256051,-2800093.986254683,2.3354575210369557,0.00526419613264888,0.0024485141911575726,-5999941.264147332,-7000069.048380508,-3299964.244753107,-62.835443656682266,0.0049246364983313124,-0.002681747263901629,-5999939.568524657,-7000069.530295914,-3299963.7602219656,-62.456116091089164,0.002532778454100702,-0.0027515581290691424
99.75,-4372848.817295151,-6641022.440453853,-3294041.0615630806,-755703.8121863607,0.292754800367673,-0.2142866832002121,-5500202.790898306,-6500044.228643453,-2799858.85181702,94.54682091804506,-0.2869778943620709,1.221810024114852,-5499923.668382762,-6499915.567588714,-2800116.0393545143,2.4222270945976545,0.0034786610748961198,0.0011481583653836194,-5999927.5637965165,-7000085.123594824,-3299955.8943132004,-77.52448753021092,0.006072267010975307,-0.003305291063976672,-5999925.4720581975,-7000085.718643659,-3299955.2968316018,-77.058127116965,0.0031258623355200927,-0.0033933105833452095
100.0,-4106470.603848967,-6674516.831478558,-3410848.6053861883,-934387.262497805,0.36869678747138196,-0.274613296137441,-5500308.219794852,-6500042.0784816975,-2799801.681202069,158.7795279441083,-0.38877057908094415,1.6633629967870291,-5499905.516904995,-6499896.362294385,-2800143.034394164,2.5264543667392743,0.0013164818153860182,-0.00044935851806376644,-5999910.829761072,-7000104.765662263,-3299945.6974880677,-95.45823220113172,0.007474207645219389,-0.004067364268557555,-5999908.254304005,-7000105.498763283,-3299944.9620097447,-94.88523682970175,0.0038496898598946697,-0.004177167501385318
100.25,-3838398.7420696677,-6708251.229134848,-3528410.440289205,-1114220.9405524547,0.4455478268569454,-0.3368504598504617,-5500415.336753724,-6500039.897891068,-2799743.5933254403,224.03823809711366,-0.4921935398487989,2.1124823614460766,-5499887.052109289,-6499876.829848916,-2800170.4873742554,2.629876166918359,-0.000715994574295557,-0.001993316161509228,-5999893.816407952,-7000124.736515949,-3299935.330760497,-113.6903526196324,0.008899587808985716,-0.004842218729772057,-5999890.749171719,-7000125.609958548,-3299934.4549780153,-113.00890183495203,0.004585534493890284,-0.004974112467070693
100.5,-3571767.838181752,-6741774.381427425,-3645329.3905887674,-1293072.239575736,0.5215864474331177,-0.39751434858038354,-5500520.672391183,-6500037.840460331,-2799686.409701906,288.15935766134504,-0.594047658053519,2.5546600140690856,-5499868.807744231,-6499857.535562845,-2800197.6016710848,2.7290243239218883,-0.002530934571410913,-0.003421132432875728,-5999877.01144705,-7000144.462498923,-3299925.090911281,-131.69943481626055,0.010307505078418032,-0.005607566445420368,-5999873.458453232,-7000145.474566942,-3299924.0765453437,-130.91086783974396,0.005312387145339398,-0.005761296523490444
110.0,-3562861.993831663,-6743029.698582911,-3649293.4864825746,-1299115.7220832177,0.5204928411166122,-0.40138186493657396,-5500468.634120073,-6500051.473735007,-2799706.4021462128,248.9080883010467,-0.5670001640768163,2.437791495800923,-5499866.160112608,-6499854.334733815,-2800201.358597797,2.933596734485935,0.012860415487739802,0.004805283338461081,-5999874.632275955,-7000147.288000321,-3299923.652240353,-134.21437977724608,0.010507998537796825,-0.005718054255217978,-5999871.011223199,-7000148.318847361,-3299922.6182131497,-133.4090643100387,0.005412843036805718,-0.005872811065866846
120.0,-3561356.6873110915,-6743205.944952908,-3649957.430381249,-1300117.2504531285,0.5152302296198461,-0.39730893243387144,-5500409.229073624,-6500065.476358682,-2799730.3045728444,205.04327686988069,-0.5331935054198382,2.286633055979692,-5499865.403455562,-6499852.563834753,-2800203.0991426227,3.4594738902105497,0.018124347218641954,0.008115117697541687,-5999873.421532746,-7000148.738199043,-3299922.924325426,-135.48110677963322,0.010610452267040566,-0.005775082907442904,-5999869.766091078,-7000149.778301811,-3299921.88026526,-134.66668138324363,0.005463027292784972,-0.005929580573120072
