Time,pt0_ux,pt0_uy,pt0_uz,pt1_ux,pt1_uy,pt1_uz,pt2_ux,pt2_uy,pt2_uz,pt3_ux,pt3_uy,pt3_uz,pt4_ux,pt4_uy,pt4_uz,pt5_ux,pt5_uy,pt5_uz,pt6_ux,pt6_uy,pt6_uz,pt7_ux,pt7_uy,pt7_uz,pt8_ux,pt8_uy,pt8_uz,pt9_ux,pt9_uy,pt9_uz,pt10_ux,pt10_uy,pt10_uz
213.0,3.269199555528603e-07,-1.3149686662296874e-07,0.0,-6.578493269331187e-05,3.075314843336777e-05,0.0,6.572842076857038e-05,-3.074514432898276e-05,0.0,1.948399374993601e-06,1.2881958797495754e-06,0.0,-6.77340690575327e-05,3.146069519393595e-05,0.0,6.751793023635196e-05,-3.1433453181330836e-05,0.0,-5.432171713202912e-05,2.7013086283789125e-05,0.0,5.7750613134320734e-05,-2.5035642595338587e-05,0.0,-8.376828786745094e-09,-1.7910033973197635e-08,6.445976467090279e-07,-5.600871811231381e-05,2.609331464673492e-05,6.78379882236594e-07,5.6000401591275566e-05,-2.6133204897988684e-05,6.635468573156313e-07
213.5,3.5814194670217535e-07,-1.4117943075007229e-07,0.0,-6.872800100880853e-05,3.2170080448838894e-05,0.0,6.866716719770461e-05,-3.215658839384159e-05,0.0,1.9968505317275726e-06,1.3722752664222369e-06,0.0,-7.092890679665943e-05,3.294837487562274e-05,0.0,7.069171119456386e-05,-3.2915405179632236e-05,0.0,-5.5967307519878073e-05,2.782585729726973e-05,0.0,5.943937867033384e-05,-2.577666846277967e-05,0.0,-9.7633239734784e-09,-1.7728394220225964e-08,7.38204511738256e-07,-5.7600728311902084e-05,2.6835983517725103e-05,7.771922137874776e-07,5.759352888163743e-05,-2.6877326586226897e-05,7.603444182525504e-07
215.0,3.3277635505651574e-07,-1.324030004367294e-07,0.0,-6.958137137190126e-05,3.252379012962214e-05,0.0,6.952468936719502e-05,-3.251388852979626e-05,0.0,2.008233921932053e-06,1.3774583522326101e-06,0.0,-7.159512080133264e-05,3.326024554214631e-05,0.0,7.137066890576669e-05,-3.322939368180994e-05,0.0,-5.753815615792312e-05,2.8588817635081763e-05,0.0,6.105742629334582e-05,-2.649927923391524e-05,0.0,-7.955879342148463e-09,-1.777950246002839e-08,7.382561288729726e-07,-5.925761291094911e-05,2.7609044105513735e-05,7.751333560683866e-07,5.9249638493572434e-05,-2.7648431658127388e-05,7.599349319637011e-07
220.0,3.190870167916977e-07,-1.2934021427807838e-07,0.0,-7.020238143018287e-05,3.27771768297349e-05,0.0,7.014695932279731e-05,-3.277166173699538e-05,0.0,2.0568231796163633e-06,1.3614340809072963e-06,0.0,-7.208137612413243e-05,3.348319510955466e-05,0.0,7.186556039140859e-05,-3.345597077044637e-05,0.0,-5.876203629494557e-05,2.919644206279356e-05,0.0,6.240322037310348e-05,-2.7080975764401836e-05,0.0,-7.646725680294117e-09,-1.849839950807739e-08,6.83491353220774e-07,-6.0601010099195966e-05,2.823415938583275e-05,7.174469012770027e-07,6.059172009820581e-05,-2.8274088731443116e-05,7.032263832420502e-07
230.0,3.116789315199161e-07,-1.2992172273217852e-07,0.0,-7.06318977999731e-05,3.294212562161565e-05,0.0,7.057593131713384e-05,-3.2942454729281665e-05,0.0,2.1411098716248156e-06,1.3611543843255056e-06,0.0,-7.241206908574102e-05,3.3629631062250334e-05,0.0,7.220094969092359e-05,-3.360746893565305e-05,0.0,-5.953938522386504e-05,2.9614271422541098e-05,0.0,6.33589003908731e-05,-2.7457101709096205e-05,0.0,-5.318640516576461e-09,-2.1799285646592292e-08,6.301456489619638e-07,-6.152089812286093e-05,2.8659865143362966e-05,6.620003406425452e-07,6.150930993666573e-05,-2.8703156391355713e-05,6.484440327294083e-07
240.0,3.083942288319381e-07,-1.3045606324233422e-07,0.0,-7.084131492177538e-05,3.302215096856637e-05,0.0,7.078502314104848e-05,-3.302548842332378e-05,0.0,2.1845643306758474e-06,1.3614273380391313e-06,0.0,-7.257300484462482e-05,3.370071865271258e-05,0.0,7.236409703891289e-05,-3.368116234076636e-05,0.0,-5.991218625288594e-05,2.9815979731449596e-05,0.0,6.382130065295376e-05,-2.763778349936453e-05,0.0,-3.7067869413777762e-09,-2.3732635707347802e-08,6.052033132314519e-07,-6.19671793083628e-05,2.886627941999161e-05,6.360483025259549e-07,6.1954395555098e-05,-2.891137774649124e-05,6.228150813575407e-07
250.0,3.069338882642904e-07,-1.3074277927134718e-07,0.0,-7.094270161115707e-05,3.30610907500463e-05,0.0,7.088628036877668e-05,-3.3065830719557484e-05,0.0,2.2048753693113737e-06,1.3613089084666422e-06,0.0,-7.265101738710783e-05,3.373528782819713e-05,0.0,7.244320151257507e-05,-3.371694227690603e-05,0.0,-6.00930557456729e-05,2.9913213111825292e-05,0.0,6.404353599978274e-05,-2.7725270254360973e-05,0.0,-2.737225018155352e-09,-2.472340472826095e-08,5.935053290913725e-07,-6.218258603925885e-05,2.896595220174722e-05,6.238689816406144e-07,6.216924946032984e-05,-2.9011870538037165e-05,6.107916132607108e-07
260.0,3.062433835668031e-07,-1.3090919874423785e-07,0.0,-7.099494593479675e-05,3.308121398575646e-05,0.0,7.093846647121889e-05,-3.308665963752831e-05,0.0,2.215141699072998e-06,1.3611683433847518e-06,0.0,-7.269124675850202e-05,3.375314667422408e-05,0.0,7.248400031435796e-05,-3.373540912136864e-05,0.0,-6.0186417942835054e-05,2.996322208817451e-05,0.0,6.41576295153886e-05,-2.777037325151257e-05,0.0,-2.1535067197358227e-09,-2.5262615460273663e-08,5.875731452024686e-07,-6.229338975952281e-05,2.9017236199719743e-05,6.176909703501576e-07,6.227977640470274e-05,-2.9063559743542697e-05,6.046937320952149e-07
266.5,3.060325450856388e-07,-1.3097362827640595e-07,0.0,-7.1012526699459e-05,3.30879946910476e-05,0.0,7.09560289104911e-05,-3.3093675102034324e-05,0.0,2.2185779468676926e-06,1.361102547201906e-06,0.0,-7.27047890628569e-05,3.3759163474567934e-05,0.0,7.24977352860259e-05,-3.374162803066214e-05,0.0,-6.0217861945997775e-05,2.9980036592095566e-05,0.0,6.419595837785889e-05,-2.7785554735825217e-05,0.0,-1.929751733463639e-09,-2.545514690178948e-08,5.855918012056467e-07,-6.233064409294057e-05,2.903448089164551e-05,6.156272636464657e-07,6.231693887086622e-05,-2.90809380573874e-05,6.02656951519823e-07
266.75,3.36332063054009e-07,-1.4103682569753692e-07,0.0,-7.237619152200542e-05,3.376796108980119e-05,0.0,7.231533771188838e-05,-3.3769088402474185e-05,0.0,2.240561688412379e-06,1.3977582023519187e-06,0.0,-7.428746552810072e-05,3.449526345102142e-05,0.0,7.40637451128534e-05,-3.447389387010988e-05,0.0,-6.068428105694936e-05,3.0212909794300225e-05,0.0,6.467556350993044e-05,-2.7993427049024975e-05,0.0,-4.717346955110889e-09,-2.449838207562302e-08,6.265889010823467e-07,-6.27502749638073e-05,2.9230332156150447e-05,6.594649827519121e-07,6.273758718361509e-05,-2.9277961193534977e-05,6.448797256618894e-07
267.0,3.5843572329912886e-07,-1.4811076999325448e-07,0.0,-7.395359767687982e-05,3.453532810775196e-05,0.0,7.388965613521763e-05,-3.453277992867871e-05,0.0,2.266195021966081e-06,1.4434020339801455e-06,0.0,-7.603473324754365e-05,3.5308659106719264e-05,0.0,7.579729076188475e-05,-3.528374146227038e-05,0.0,-6.143893270566576e-05,3.058645919302743e-05,0.0,6.544897539569358e-05,-2.833201166533074e-05,0.0,-5.7402534256198715e-09,-2.435526038636264e-08,6.779196470275678e-07,-6.346413900233594e-05,2.9563356180405436e-05,7.139299369914516e-07,6.345222543914094e-05,-2.961201802139417e-05,6.979707786998701e-07
267.25,3.7665016861298626e-07,-1.5374493283484573e-07,0.0,-7.56406978897438e-05,3.534798929096638e-05,0.0,7.557429923233001e-05,-3.5342209050592505e-05,0.0,2.2926420477943094e-06,1.4917365413260689e-06,0.0,-7.786723706781753e-05,3.6162081709658866e-05,0.0,7.761770164997839e-05,-3.613381346913496e-05,0.0,-6.238393504922504e-05,3.10527022696268e-05,0.0,6.641653084791502e-05,-2.8757207111829683e-05,0.0,-6.349975446755981e-09,-2.428525811111173e-08,7.323426719147194e-07,-6.437692333573917e-05,2.9989232458374212e-05,7.713387358236363e-07,6.436568381128365e-05,-3.003863834474773e-05,7.542427129232552e-07
267.5,3.9232178769771086e-07,-1.5843835118082296e-07,0.0,-7.740323262772084e-05,3.619203962079868e-05,0.0,7.733477699972736e-05,-3.618331507032825e-05,0.0,2.3192738650163498e-06,1.5407017735115733e-06,0.0,-7.975871633611584e-05,3.70431897026513e-05,0.0,7.949823299385159e-05,-3.701172024361497e-05,0.0,-6.347086148242554e-05,3.158773064434961e-05,0.0,6.752891776160874e-05,-2.924733245690854e-05,0.0,-7.054885776652224e-09,-2.4065156906887327e-08,7.87390319990582e-07,-6.543880191170592e-05,3.048471454595309e-05,8.291718612268388e-07,6.542818619548908e-05,-3.053462853668665e-05,8.110993889728091e-07
280.0,3.4568102773245986e-07,-1.4584289153004658e-07,0.0,-7.924157181650202e-05,3.694224443911913e-05,0.0,7.917853997612495e-05,-3.6945406890117024e-05,0.0,2.4341885499613788e-06,1.5259534191170134e-06,0.0,-8.119354181077938e-05,3.770463949050179e-05,0.0,8.095887736949313e-05,-3.76822443740904e-05,0.0,-6.695032163151762e-05,3.331591194957342e-05,0.0,7.130244256379596e-05,-3.08810016504064e-05,0.0,-4.5234346495333765e-09,-2.6238478597864607e-08,6.878018749016877e-07,-6.922598037869755e-05,3.2247868275492315e-05,7.227142493176395e-07,6.921184896585601e-05,-3.229812724173317e-05,7.077959574079549e-07
300.0,3.409478516896265e-07,-1.4636511760911428e-07,0.0,-7.953058433583657e-05,3.705331705785642e-05,0.0,7.946720860128553e-05,-3.706043131212006e-05,0.0,2.490883186687663e-06,1.5259842257847078e-06,0.0,-8.141597073342038e-05,3.780324556319579e-05,0.0,8.118444249854766e-05,-3.778425673280283e-05,0.0,-6.746688896322571e-05,3.359344269512522e-05,0.0,7.193646183296781e-05,-3.113075557301807e-05,0.0,-2.4389549035046725e-09,-2.871620004290228e-08,6.543172477628761e-07,-6.984012339696549e-05,3.2532073731393806e-05,6.878570641293321e-07,6.982443807662601e-05,-3.2584620975611384e-05,6.733835042782756e-07
310.0,3.405018622704914e-07,-1.4645911969397948e-07,0.0,-7.956323722174406e-05,3.706591249580539e-05,0.0,7.949982805695206e-05,-3.707346242790629e-05,0.0,2.497189533976929e-06,1.525892568868774e-06,0.0,-8.144112374191218e-05,3.781442195495922e-05,0.0,8.12099536092879e-05,-3.779580798393359e-05,0.0,-6.752529633257933e-05,3.362467045371973e-05,0.0,7.200763855109467e-05,-3.1158952961608166e-05,0.0,-2.0878922115254567e-09,-2.9043404811274525e-08,6.506413845421223e-07,-6.990930811804319e-05,3.2564099067872045e-05,6.840282974947428e-07,6.989345237642202e-05,-3.2616893989485204e-05,6.696047888987576e-07
315.0,3.4039900857611116e-07,-1.464875544640766e-07,0.0,-7.957153259565496e-05,3.706911441897059e-05,0.0,7.950811515619171e-05,-3.707677447877047e-05,0.0,2.4987939334920643e-06,1.525861749053171e-06,0.0,-8.144751490530758e-05,3.7817262911960276e-05,0.0,8.121643593707705e-05,-3.779874368824971e-05,0.0,-6.754014017863904e-05,3.363260002703659e-05,0.0,7.202570456159542e-05,-3.116611705944096e-05,0.0,-1.9858453351093695e-09,-2.913219545678827e-08,6.497112730721246e-07,-6.9926876037898e-05,3.2572231608448666e-05,6.830594329480922e-07,6.991097725384939e-05,-3.262508890485376e-05,6.686486260830365e-07
316.5,3.403773262353206e-07,-1.464943359934581e-07,0.0,-7.957336864097883e-05,3.7069823231047276e-05,0.0,7.950994937863918e-05,-3.707750763485765e-05,0.0,2.4991497414705148e-06,1.525854228000077e-06,0.0,-8.144892954981094e-05,3.781789180319249e-05,0.0,8.121787076846182e-05,-3.7799393525081636e-05,0.0,-6.754342594748528e-05,3.3634354895546236e-05,0.0,7.202970225146412e-05,-3.1167702753461524e-05,0.0,-1.9619448029072034e-09,-2.915244287078065e-08,6.495056189280968e-07,-6.993076391337279e-05,3.2574031406060705e-05,6.828452069774048e-07,6.991485561604565e-05,-3.262690247880861e-05,6.684372102369003e-07
316.75,3.695379689235971e-07,-1.5612244917341024e-07,0.0,-8.103962955301976e-05,3.7795624134867405e-05,0.0,8.097206766913407e-05,-3.7798851686777045e-05,0.0,2.5226601885460157e-06,1.5659477633891033e-06,0.0,-8.312736129156214e-05,3.859874114647767e-05,0.0,8.28799615437687e-05,-3.857637732023089e-05,0.0,-6.81112051531099e-05,3.391680317770806e-05,0.0,7.261265935279043e-05,-3.1421452720930835e-05,0.0,-4.333132721475801e-09,-2.8382016042021256e-08,6.944619211852192e-07,-7.045262577271474e-05,3.28175659114522e-05,7.307769401684662e-07,7.043770190536736e-05,-3.2871576237337974e-05,7.147882840844934e-07
317.0,3.907814664064632e-07,-1.628573353428125e-07,0.0,-8.271822519849783e-05,3.860853735006805e-05,0.0,8.264776047747498e-05,-3.860817164234086e-05,0.0,2.5491773828545076e-06,1.6136601867725403e-06,0.0,-8.496978541637733e-05,3.945659946121175e-05,0.0,8.470903307868785e-05,-3.9430683147218516e-05,0.0,-6.898890205114684e-05,3.4350298333899205e-05,0.0,7.351162860454356e-05,-3.181601617513834e-05,0.0,-5.240480170515752e-09,-2.8223603917397603e-08,7.481374181383355e-07,-7.129336749694226e-05,3.320982325426859e-05,7.875466831175382e-07,7.127920386434326e-05,-3.3264720651234805e-05,7.70269942671869e-07
317.25,4.083388143754401e-07,-1.6823083981354906e-07,0.0,-8.450387091633292e-05,3.946585157099812e-05,0.0,8.443108857104734e-05,-3.9462312195741646e-05,0.0,2.5762554456881756e-06,1.6629044691058709e-06,0.0,-8.689568668143953e-05,4.035364348396812e-05,0.0,8.662318674052039e-05,-4.0324378550120194e-05,0.0,-7.00600475299935e-05,3.4877659072528376e-05,0.0,7.460807574248298e-05,-3.229899463593239e-05,0.0,-6.000787348665333e-09,-2.8003569008140273e-08,8.034288112841822e-07,-7.233677356526623e-05,3.369668448023083e-05,8.457139166010098e-07,7.232328727375922e-05,-3.3752167845509225e-05,8.27370682750979e-07
317.5,4.2356107406562726e-07,-1.7275044956614917e-07,0.0,-8.636226327470436e-05,4.0353540662837436e-05,0.0,8.62875246632581e-05,-4.0347099640746295e-05,0.0,2.603563223463372e-06,1.7119707943107163e-06,0.0,-8.887862182048094e-05,4.12774371977967e-05,0.0,8.859548295745589e-05,-4.12449776293991e-05,0.0,-7.127115008935101e-05,3.547257527397117e-05,0.0,7.58477022589473e-05,-3.284640054704892e-05,0.0,-6.9227011346840545e-09,-2.760620172451581e-08,8.582121009167915e-07,-7.352745965937021e-05,3.4252298923825556e-05,9.031446410064948e-07,7.351460867967927e-05,-3.43081441308395e-05,8.838768618469428e-07
320.0,3.9206562045832247e-07,-1.6240784784659308e-07,0.0,-8.750422416560392e-05,4.082722685248429e-05,0.0,8.743413183908941e-05,-4.082599961080465e-05,0.0,2.6332603326760805e-06,1.699350080897083e-06,0.0,-8.977338660590423e-05,4.1694271844850617e-05,0.0,8.950722634551032e-05,-4.166537495253432e-05,0.0,-7.346030619799532e-05,3.6536094947432705e-05,0.0,7.813938622321623e-05,-3.3866654840294536e-05,0.0,-6.612772415380028e-09,-2.6962680700213076e-08,8.182106951984504e-07,-7.585610086869308e-05,3.533824612924272e-05,8.592131233234855e-07,7.584212016864075e-05,-3.539198566242099e-05,8.419393316762079e-07
330.0,3.791168454219277e-07,-1.6196220057399798e-07,0.0,-8.81784404961912e-05,4.1090130784685464e-05,0.0,8.810812541340814e-05,-4.109686692534546e-05,0.0,2.7449258683029833e-06,1.696121161858751e-06,0.0,-9.029452963301705e-05,4.1927205257789633e-05,0.0,9.003626805224596e-05,-4.190511887890216e-05,0.0,-7.469825941380559e-05,3.718871683232616e-05,0.0,7.961958511005901e-05,-3.4462452796803114e-05,0.0,-4.059961187428047e-09,-3.0864528922136924e-08,7.409016657574776e-07,-7.729399669252232e-05,3.6004624238433286e-05,7.787033721369675e-07,7.727699752239633e-05,-3.6062383521495745e-05,7.624689304568579e-07
350.0,3.7612729610239427e-07,-1.6238315594082418e-07,0.0,-8.837188275367526e-05,4.116459292118305e-05,0.0,8.830134885627063e-05,-4.1173953982519723e-05,0.0,2.7825802725643957e-06,1.6959095661821291e-06,0.0,-9.044346222517072e-05,4.199329476106774e-05,0.0,9.018730543459123e-05,-4.1973469517429086e-05,0.0,-7.504392632839089e-05,3.737402320040076e-05,0.0,8.004249963026738e-05,-3.4629476659454444e-05,0.0,-2.4234254191477174e-09,-3.2623183820382554e-08,7.188403443424927e-07,-7.7704427641808e-05,3.6194577155221415e-05,7.557298837421612e-07,7.768639805053455e-05,-3.625384791111223e-05,7.397926000747325e-07
360.0,3.759442325422356e-07,-1.6243467888127675e-07,0.0,-8.838673134721325e-05,4.1170324523323376e-05,0.0,8.831618252799485e-05,-4.117988293062578e-05,0.0,2.7854514698199807e-06,1.6958533406830225e-06,0.0,-9.045490252561078e-05,4.199838016466066e-05,0.0,9.019890878803401e-05,-4.1978724743388225e-05,0.0,-7.507049674157144e-05,3.738821563170687e-05,0.0,8.007483281436504e-05,-3.464229994363249e-05,0.0,-2.2394270152451826e-09,-3.2782877274589394e-08,7.171767026376688e-07,-7.773587069951328e-05,3.6209132651474595e-05,7.539969046159487e-07,7.771776394645827e-05,-3.6268515276016915e-05,7.380823542469283e-07
375.0,3.758870123444151e-07,-1.6245873200246406e-07,0.0,-8.839224397127214e-05,4.1172453104484324e-05,0.0,8.832168962564054e-05,-4.118208460713854e-05,0.0,2.7865267924675047e-06,1.6958258744766203e-06,0.0,-9.045915019435939e-05,4.200026867726983e-05,0.0,9.02032170274337e-05,-4.198067618262767e-05,0.0,-7.508036302722926e-05,3.7393483360469854e-05,0.0,8.00868311710747e-05,-3.464706087389546e-05,0.0,-2.1581734935723547e-09,-3.2848109487946844e-08,7.165602958224559e-07,-7.774754108005907e-05,3.6214535175374044e-05,7.533547904319445e-07,7.77294057486536e-05,-3.6273959182027556e-05,7.374486692577808e-07
380.0,3.7588271066367354e-07,-1.624613958139159e-07,0.0,-8.839275137016674e-05,4.117264904368981e-05,0.0,8.83221965106727e-05,-4.1182287271294155e-05,0.0,2.786626830998813e-06,1.6958227871594043e-06,0.0,-9.04595411749614e-05,4.2000442514551455e-05,0.0,9.020361358145128e-05,-4.1980855812570775e-05,0.0,-7.508127117247202e-05,3.739396816578867e-05,0.0,8.00879353464798e-05,-3.4647499077521526e-05,0.0,-2.14954013422749e-09,-3.285465166340819e-08,7.16503596680873e-07,-7.77486151367304e-05,3.6215032385195916e-05,7.532957265081298e-07,7.773047717514421e-05,-3.627446020009873e-05,7.373903803130876e-07
390.0,3.758794380342923e-07,-1.624639058182732e-07,0.0,-8.839318980878973e-05,4.117281835508115e-05,0.0,8.832263450198088e-05,-4.118246239401734e-05,0.0,2.786713794432493e-06,1.6958198659973297e-06,0.0,-9.045987901995324e-05,4.200059272675584e-05,0.0,9.020395624090263e-05,-4.19810110321051e-05,0.0,-7.508205588166844e-05,3.739438706590302e-05,0.0,8.00888894088203e-05,-3.4647877718206874e-05,0.0,-2.141549621245282e-09,-3.286055299502191e-08,7.164546101363712e-07,-7.77495431851504e-05,3.621546200295399e-05,7.532446969808748e-07,7.773140295014361e-05,-3.627489311000612e-05,7.37340020050274e-07
400.0,3.758786193405094e-07,-1.624647698502529e-07,0.0,-8.839332508194355e-05,4.117287059368359e-05,0.0,8.83227696356182e-05,-4.1182516425945945e-05,0.0,2.786740852858769e-06,1.695818856163524e-06,0.0,-9.045998325723698e-05,4.2000639072262474e-05,0.0,9.020406196290577e-05,-4.1981058923543735e-05,0.0,-7.50822979843547e-05,3.739451630492e-05,0.0,8.008918375416095e-05,-3.46479945383057e-05,0.0,-2.138856366151912e-09,-3.2862480537971696e-08,7.164394979378272e-07,-7.774982950718743e-05,3.6215594548350356e-05,7.532289546015514e-07,7.773168857036706e-05,-3.6275026671959354e-05,7.373244839963618e-07
410.0,3.758784216474177e-07,-1.6246506217436714e-07,0.0,-8.839336681501751e-05,4.117288670979274e-05,0.0,8.832281132520273e-05,-4.118253309543577e-05,0.0,2.7867492664306368e-06,1.6958185134847869e-06,0.0,-9.046001541558919e-05,4.20006533702136e-05,0.0,9.020409457909413e-05,-4.1981073698742296e-05,0.0,-7.508237267314363e-05,3.739455617485174e-05,0.0,8.008927455880871e-05,-3.4648030577409756e-05,0.0,-2.1379600076234056e-09,-3.286310589162694e-08,7.164348360423891e-07,-7.774991783709636e-05,3.6215635438230895e-05,7.532240983282779e-07,7.773177668363546e-05,-3.627506787571967e-05,7.373196913291153e-07
415.0,3.758783908363761e-07,-1.624651240973422e-07,0.0,-8.83933750923341e-05,4.117288990624851e-05,0.0,8.832281959382529e-05,-4.1182536401669155e-05,0.0,2.7867509452657794e-06,1.6958184407556687e-06,0.0,-9.046002179388003e-05,4.2000656206045364e-05,0.0,9.020410104815921e-05,-4.198107662928037e-05,0.0,-7.508238748652496e-05,3.7394564082402575e-05,0.0,8.00892925684169e-05,-3.464803772522841e-05,0.0,-2.137772206791585e-09,-3.286323462089209e-08,7.164339114524117e-07,-7.774993535593232e-05,3.6215643548062704e-05,7.532231351912878e-07,7.773179415948376e-05,-3.627507604784802e-05,7.373187408004825e-07
419.0,3.7587837790127735e-07,-1.6246515527977636e-07,0.0,-8.839337912924606e-05,4.117289146518328e-05,0.0,8.832282362647915e-05,-4.118253801414835e-05,0.0,2.7867517665615463e-06,1.6958184040993303e-06,0.0,-9.046002490462696e-05,4.200065758909817e-05,0.0,9.020410420316875e-05,-4.198107805853459e-05,0.0,-7.508239471103642e-05,3.7394567938919406e-05,0.0,8.008930135171024e-05,-3.464804121123525e-05,0.0,-2.1376781202746044e-09,-3.2863298572942784e-08,7.164334605342024e-07,-7.774994389988812e-05,3.62156475032298e-05,7.532226654748069e-07,7.773180268246881e-05,-3.627508003340806e-05,7.373182772314371e-07
419.5,3.7587837640287834e-07,-1.624651588928051e-07,0.0,-8.839337959646604e-05,4.11728916456458e-05,0.0,8.832282409318471e-05,-4.11825382007891e-05,0.0,2.7867518624713186e-06,1.695818400890862e-06,0.0,-9.046002526468474e-05,4.200065774918181e-05,0.0,9.020410456830874e-05,-4.1981078223939306e-05,0.0,-7.508239554734116e-05,3.739456838533478e-05,0.0,8.008930236870613e-05,-3.4648041614852966e-05,0.0,-2.13766735610374e-09,-3.286330577414439e-08,7.164334087265565e-07,-7.774994488930453e-05,3.6215647961532335e-05,7.532226117388744e-07,7.773180366910206e-05,-3.6275080494777084e-05,7.373182237099576e-07
419.75,4.2367913670599776e-07,-1.697367989140338e-07,0.0,-9.092501533759026e-05,4.241617956231044e-05,0.0,9.084821335657619e-05,-4.241899284992825e-05,0.0,2.8269260684846863e-06,1.7656393941615508e-06,0.0,-9.332151240985953e-05,4.333025177832791e-05,0.0,9.303939663050887e-05,-4.330441541964799e-05,0.0,-7.617795471321384e-05,3.7937880762813146e-05,0.0,8.121290939694247e-05,-3.513886069646702e-05,0.0,-5.413945246831481e-09,-3.18426876238434e-08,7.948090396217298e-07,-7.87742263211233e-05,3.6693605806123686e-05,8.365523150572314e-07,7.875761018315619e-05,-3.675477686529436e-05,8.18179563618145e-07
420.0,8.273258882672909e-07,3.8437849339719126e-07,0.0,-9.382303401389696e-05,4.352337501231115e-05,0.0,9.374950845765513e-05,-4.3576331401419345e-05,0.0,2.8686136524915365e-06,1.8487796058718985e-06,0.0,-9.686697629948833e-05,4.4525377600839395e-05,0.0,9.644197593852588e-05,-4.4489645969576787e-05,0.0,-7.78496610285794e-05,3.8758656011943014e-05,0.0,8.291896804029514e-05,-3.5885597927884444e-05,0.0,-6.896027542075187e-09,-3.133810305187436e-08,8.862523945981347e-07,-8.039054307131048e-05,3.744725325311775e-05,9.329118209261458e-07,8.037496185873596e-05,-3.750927852965307e-05,9.126853077008219e-07
420.5,6.427253236960163e-06,8.723952376834045e-06,0.0,-0.00010318248996492261,4.0771909261016414e-05,0.0,0.000102823598061462,-4.087597782789636e-05,0.0,2.8330608740667117e-06,2.1127982956045263e-06,0.0,-0.00010930962449139015,4.171366378438921e-05,0.0,0.00010833224280491595,-4.1788328983819835e-05,0.0,-8.258942687569193e-05,4.093844985254302e-05,0.0,8.751464390901301e-05,-3.772559898901482e-05,0.0,-1.3986811593790914e-08,-2.6460428127590704e-08,1.0986541330070049e-06,-8.488873685267746e-05,3.953568276516252e-05,1.1525775205688385e-06,8.487901657824938e-05,-3.959708373074454e-05,1.133330870720094e-06
425.0,9.442321161207793e-06,1.3262539950582927e-05,0.0,-0.00011002022561705319,3.583252223182362e-05,0.0,0.00010960192042012374,-3.589172205618561e-05,0.0,2.6785601764558765e-06,2.3092095055822084e-06,0.0,-0.00011587576952648629,3.675875108196494e-05,0.0,0.00011480292177766909,-3.6909603469832626e-05,0.0,-8.798830963534957e-05,4.3182968796306064e-05,0.0,9.267582815580678e-05,-3.941489159038648e-05,0.0,-3.34781330808618e-09,-2.8921360586300427e-08,1.0052849378191146e-06,-9.020573510023305e-05,4.193404777018924e-05,1.0478474996636558e-06,9.019663280406276e-05,-4.199143318705726e-05,1.0368898495684018e-06
425.25,9.533499522784552e-06,1.339706733379844e-05,0.0,-0.00011018572001068935,3.56870206366086e-05,0.0,0.0001097642840592945,-3.5746412549640737e-05,0.0,2.674549067608032e-06,2.318042856410466e-06,0.0,-0.00011603267955726257,3.661527972285927e-05,0.0,0.00011495664722744768,-3.676732089359507e-05,0.0,-8.809410720738248e-05,4.321964053342526e-05,0.0,9.277252758214193e-05,-3.9430041259265644e-05,0.0,-3.044299063963206e-09,-2.9043135935574705e-08,1.0027711325104433e-06,-9.030470225842339e-05,4.1976226131807404e-05,1.0451090157727007e-06,9.029558885860909e-05,-4.203361087896569e-05,1.0343170102511074e-06
430.0,1.0168527792532955e-05,1.4331804932560805e-05,0.0,-0.00011199509277918322,3.411496899088935e-05,0.0,0.00011156029171019235,-3.4170730499694256e-05,0.0,2.620933184499554e-06,2.4261874847704905e-06,0.0,-0.00011774750858396766,3.5049501827924575e-05,0.0,0.00011665607211774922,-3.5224036059751614e-05,0.0,-8.932731589747019e-05,4.362287224591778e-05,0.0,9.386916680535338e-05,-3.9568412364884824e-05,0.0,3.192312217142569e-09,-2.9030889170129934e-08,9.790331073591811e-07,-9.143725586239072e-05,4.245971894618016e-05,1.019417928636384e-06,9.143068400064761e-05,-4.251285015176332e-05,1.010070463967857e-06
440.0,1.0587170072061118e-05,1.4951538567617711e-05,0.0,-0.00011303057314673735,3.315990742547124e-05,0.0,0.00011257906760948063,-3.321408934688972e-05,0.0,2.5614990775206677e-06,2.501777004597788e-06,0.0,-0.00011873539253330596,3.4101479520531576e-05,0.0,0.00011762781822095782,-3.428400752759563e-05,0.0,-9.002539905817766e-05,4.380075941092743e-05,0.0,9.441465438052081e-05,-3.9567291368484653e-05,0.0,7.511284418091274e-09,-2.5912335753008947e-08,9.74540517948512e-07,-9.20188005736877e-05,4.2710503315170137e-05,1.0138239853742202e-06,9.201487786418573e-05,-4.275475874295485e-05,1.0055740396777772e-06
