Time,pt0_sigxx,pt0_sigyy,pt0_sigzz,pt0_sigxy,pt0_sigyz,pt0_sigxz,pt1_sigxx,pt1_sigyy,pt1_sigzz,pt1_sigxy,pt1_sigyz,pt1_sigxz,pt2_sigxx,pt2_sigyy,pt2_sigzz,pt2_sigxy,pt2_sigyz,pt2_sigxz,pt3_sigxx,pt3_sigyy,pt3_sigzz,pt3_sigxy,pt3_sigyz,pt3_sigxz,pt4_sigxx,pt4_sigyy,pt4_sigzz,pt4_sigxy,pt4_sigyz,pt4_sigxz,pt5_sigxx,pt5_sigyy,pt5_sigzz,pt5_sigxy,pt5_sigyz,pt5_sigxz,pt6_sigxx,pt6_sigyy,pt6_sigzz,pt6_sigxy,pt6_sigyz,pt6_sigxz,pt7_sigxx,pt7_sigyy,pt7_sigzz,pt7_sigxy,pt7_sigyz,pt7_sigxz,pt8_sigxx,pt8_sigyy,pt8_sigzz,pt8_sigxy,pt8_sigyz,pt8_sigxz,pt9_sigxx,pt9_sigyy,pt9_sigzz,pt9_sigxy,pt9_sigyz,pt9_sigxz,pt10_sigxx,pt10_sigyy,pt10_sigzz,pt10_sigxy,pt10_sigyz,pt10_sigxz
99.75,-4290235.996933029,-6643340.023137758,-3333553.8517925176,-807822.5894932337,-123.7540959915467,-397.2356133010992,-6077959.78632736,-7080035.686324033,-3344360.356832845,34936.849547816775,-65.73149500492683,83.85437701928839,-6077473.674368711,-7079542.227455459,-3344282.1429720945,34145.35969817266,-9.585315106070853,16.697954949265743,-4868846.83771436,-6578813.642794634,-3076306.873301662,-423087.90687470394,-5.716639659718456,21.090797878611216,-6165384.923787276,-7073315.391532101,-3359500.438774464,51409.64150794136,-0.7136033896369242,-11.583169621093598,-6157532.451546085,-7073887.3484244095,-3355896.321163919,53002.652232131586,40.40007868936256,7.480538931696176,-6028879.922249131,-7016014.938694826,-3315619.985559474,2947.1828533968765,14.119227993663449,-31.0317956649972,-6024362.365993169,-7020671.826844239,-3315630.8353746436,6861.5266302275795,-15.804112078716582,80.38441554149928,-4886890.828595983,-6576680.5660122335,-3068245.5945245386,-411166.74730980146,155.6678935703285,-317.68750638398404,-5291444.00498008,-6732109.841379123,-3153918.926983709,-262673.38227593305,927.8415476685498,-2019.2594506072153,-5328094.113169184,-6748460.3877409855,-3164815.4275157917,-250710.49796605058,-926.1821651349146,1969.1428454692355
100.0,-4032199.2511046613,-6673521.605813036,-3447502.806850141,-979947.2257719932,-137.17087805961086,-482.8972707250065,-6109253.87056088,-7109021.643162658,-3359990.8715269715,48944.39828165771,-87.76804406958357,113.22096331076769,-6108519.0001385305,-7108420.419568737,-3359900.7080050763,47856.4050613392,-14.020723364640265,23.863613426640562,-4856890.860822332,-6580262.9183824165,-3081581.2710545603,-431066.85981220595,-1.7648081016533759,12.705610945960636,-6225670.161373263,-7100235.775726087,-3379464.2370254816,70067.52018987121,4.408234597258269,-20.98931380816105,-6215017.517908903,-7100886.759724047,-3374481.4008963397,72298.96516226881,52.875129060470925,6.917498285039601,-6027764.178088352,-7014692.311585325,-3314704.7273022793,1869.8012749300208,17.319871455538475,-42.215723117210025,-6022107.050982272,-7020527.059593599,-3314720.433267642,6774.195449788865,-22.57346444966263,100.59183370240194,-4885232.048601028,-6576960.889790296,-3068904.1426781993,-412243.0893784704,250.45923658920032,-513.1172398449027,-5291442.423672713,-6731208.567331331,-3152466.100241256,-262110.46658732847,1146.2371864158442,-2507.2050032304205,-5322971.689272087,-6748146.603153557,-3165634.7840574817,-253604.9000907617,-1080.7935043747011,2296.7227325536464
100.25,-3758584.5334718833,-6706313.950556528,-3567984.52886036,-1162794.0439127926,-157.78782739621158,-510.01314583583917,-6140559.379051064,-7134879.392254684,-3376413.2939201687,59785.89863185267,-102.23794750864269,133.8143191890909,-6139677.874939363,-7134211.507059061,-3376358.917689418,58471.886291541385,-17.12615661719647,28.575287952345903,-4820359.390777026,-6584769.324167662,-3097631.3475621683,-455501.5568283901,2.5024236035977103,0.9172570456247873,-6274966.492271351,-7124770.263434216,-3398524.8936852915,84006.48818723016,7.359947319370224,-26.541319877674944,-6262509.041915234,-7125477.804543454,-3392569.1493559033,86736.39164094531,61.45550010616877,6.718294692339395,-6029529.0740702925,-7013313.486466645,-3314334.095950004,-55.64751299894008,26.669273223471418,-67.65239614690125,-6020250.044772647,-7022893.222831051,-3314345.752795208,8004.251408155405,-37.13607780577211,159.81820619101703,-4867892.88274392,-6579210.828519593,-3076421.9330572374,-423848.4366895646,357.1538327028141,-742.5003735483755,-5281027.761729516,-6731484.401007555,-3155459.6365667763,-268498.44112260535,1887.0749817064516,-4096.076919332954,-5306845.627599488,-6749094.688653433,-3171146.8804577827,-263766.97654027824,-1726.1231293664346,3647.171961781121
100.5,-3472018.834900466,-6741116.245463145,-3693969.293007083,-1354489.7831781006,-186.4086720290071,-512.9862764723778,-6167668.062098818,-7156516.810026908,-3391782.650040477,67596.06045742039,-111.19275761500452,146.4404888869152,-6166722.21461632,-7155807.999327274,-3391770.6631476087,66132.20698702672,-18.76336044656832,31.046798876381942,-4731938.602072092,-6595762.754028757,-3136403.7049922147,-514709.16676373704,2.085757553444586,7.009273448475561,-6313161.930209039,-7145480.574840742,-3415699.9474056354,93935.90655534201,7.4621677430244855,-28.254523587590523,-6299635.817971574,-7146232.145234911,-3409127.6681327564,97000.08809827192,67.40593480034876,7.512514383874054,-6039666.729689789,-7013969.069980931,-3316924.8270907053,-1569.8486092189257,50.14352118632875,-112.07664441771654,-6023524.796778794,-7030642.434376589,-3316907.829444604,12480.970077647076,-54.265753900114454,281.9770761747483,-4802378.088016729,-6587414.341925757,-3105056.963159988,-467876.93036339944,441.3298239083124,-935.7226514456491,-5239926.435320489,-6737175.365660759,-3173911.301464997,-296500.88151287084,3142.9869090823454,-6788.445053201088,-5267039.549475811,-6754643.123842714,-3189117.2333649304,-290828.9237874693,-2961.6537262645434,6237.496191490451
110.0,-3336086.146588435,-6762793.54296332,-3751069.255587569,-1447599.8318657824,-133.97642738783333,-334.4841607613132,-6113541.521114837,-7103108.825683041,-3365848.239784105,40203.447520302754,-62.39589530262643,79.43769217890174,-6113217.5357605405,-7102716.153820269,-3365841.469990873,39411.11588059779,-9.389146765739174,16.062269360627887,-3989191.883907654,-6688713.941173293,-3461297.3484219084,-1012825.6397676471,-12.672085546696271,39.39413959281671,-6196014.538935078,-7096660.743349637,-3380148.6466953205,55768.55049904896,-0.8663460701613162,-10.42762037567195,-6188531.508600386,-7097208.685699014,-3376564.1572829154,57433.30874908385,39.08033323618875,7.270131947180076,-6060998.417223235,-7035142.083538972,-3333461.8812610307,7022.043126146432,23.79095966549657,-51.244099674829265,-6053012.162371234,-7043381.9949315665,-3333478.230264281,13940.47133806997,-26.51400551541781,138.70714810328417,-4020311.2352054627,-6685003.1549985595,-3447464.8980848035,-992168.8333509266,157.21837818787512,-321.67401296713956,-4739772.196959357,-6809526.766923777,-3406061.949715759,-637620.4766266621,1828.8439868746484,-3936.498591213191,-4807742.049866431,-6822801.942981197,-3404322.54998921,-605131.0100461453,-1812.467002373806,3865.865146865584
120.0,-3317995.939375408,-6765565.811791227,-3758676.410515678,-1459990.5179287232,-125.28063697209456,-315.49572013326804,-6103285.2162725115,-7093862.229372027,-3359551.133188334,36768.342256893055,-57.30442918796214,72.60254240678316,-6103034.6891624415,-7093505.762979515,-3359555.519164604,36047.539518667334,-8.514715392990638,14.649059779526521,-3901214.2061624005,-6699692.728337864,-3499751.6490065516,-1071832.9856413137,-9.185335415751156,29.211264620986842,-6179176.948186962,-7087939.488675411,-3372793.8029814996,51140.66169147812,-1.2421083928932233,-9.07583836692073,-6172316.072681897,-7088461.312649114,-3369529.0756702283,52649.64658105686,35.957867420548,6.949549119245645,-6054998.270222999,-7032055.365082387,-3330071.912907144,6542.500495451881,20.412740650483716,-44.09386476508568,-6048276.043642893,-7039001.061144531,-3330088.715282466,12357.58250693552,-22.904406072211067,116.67933800044287,-3927889.0040798397,-6696509.557276217,-3487890.3888432966,-1054145.5195179991,144.1370622647531,-296.66662525026214,-4677756.435625844,-6815689.283007361,-3431217.8056475534,-678297.8804208385,1509.6071737257985,-3259.5237334616445,-4750043.080946662,-6828268.317645988,-3427383.8236964177,-642829.5584294732,-1494.8328642137808,3187.1800596827497
140.0,-3303854.165684662,-6767814.932179052,-3764565.020404809,-1469700.7688940393,-117.4827138966782,-297.74128618167356,-6096221.473397659,-7087258.446929503,-3354865.50467393,34093.58219666644,-52.9685034010525,66.8380346989282,-6096032.220035657,-7086934.02912221,-3354880.5197276776,33432.510337921274,-7.790704720361608,13.462444795653555,-3831473.6279167794,-6708437.2348024575,-3530199.7141208774,-1118594.4709968818,-6.94396729822284,22.54897245232927,-6166479.045076935,-7081783.089103621,-3367187.6654157015,47437.759941428216,-1.4903277832954074,-8.002098893757216,-6160146.308852367,-7082279.0721455775,-3364189.495186882,48818.19588002369,33.29419473932545,6.631129705437044,-6051628.201309682,-7030551.624651812,-3327799.1728465264,6365.022242750048,17.90355080974055,-38.76069999105516,-6045811.680552062,-7036585.617986278,-3327819.4734055446,11379.96679311289,-20.275833159779445,100.46273489657838,-3854920.4180805897,-6705623.748718759,-3519778.422414622,-1103083.0324235638,131.55648165920041,-271.8150361230418,-4628911.272745577,-6820979.777941877,-3451377.303393336,-710585.4863593234,1283.9371845140727,-2779.8412087757742,-4705374.021505334,-6832957.327314869,-3445589.1601442103,-672272.6412687679,-1272.0411335471033,2710.8925505437123
150.0,-3299923.428359119,-6768488.979146957,-3766173.1170085347,-1472392.1412903469,-114.97207426665665,-291.9133199330572,-6094664.359803723,-7085840.0407294445,-3353778.5628976123,33294.90536119029,-51.61669309530486,65.05056746252524,-6094493.708009292,-7085525.818378389,-3353797.0052012075,32652.310472276382,-7.568449595821303,13.094985279027572,-3810877.600858239,-6711054.219005462,-3539171.7809876106,-1132382.0757458461,-6.360179255644296,20.806863900282423,-6163158.488994359,-7080503.848475677,-3365809.7311372375,46316.4292166042,-1.554416665546637,-7.681712479530859,-6156990.270112287,-7080990.952515144,-3362893.563395281,47657.484159453714,32.4622361344949,6.523653348607299,-6051246.733566251,-7030720.769988137,-3327465.950980233,6346.855343191434,17.17350896160673,-37.223664952289504,-6045689.532959399,-7036500.862841181,-3327488.2918596924,11129.11146219262,-19.521947356365423,95.82616967166267,-3833417.11691768,-6708338.748077234,-3529158.4966539973,-1117490.3032378831,127.6475759040139,-263.9746488057544,-4614672.883155991,-6822781.663920142,-3457454.423003808,-720120.3980840865,1221.2302991554022,-2646.3294722893434,-4692504.716453793,-6834588.547560141,-3451052.0490417387,-680890.491924006,-1210.0271093988874,2578.691586311392
156.5,-3297935.774180085,-6768848.39585143,-3766975.878601379,-1473748.340643708,-113.56933332389673,-288.7828729916828,-6094001.406284235,-7085289.771884434,-3353310.6653211676,32857.28635008696,-50.891343169039445,64.0930071013776,-6093840.448420449,-7084981.00238575,-3353331.017914929,32224.55921021441,-7.449778817178525,12.89797736744178,-3800072.1790573434,-6712441.415000712,-3543871.116358018,-1139606.7837382115,-6.064066555722697,19.94246017039961,-6161547.562172252,-7080028.124659854,-3365184.8683491806,45705.32209935792,-1.5862665567134002,-7.512320273750371,-6155467.645387574,-7080510.245826777,-3362312.4999343,47025.36142577484,32.01536083581155,6.4645083658379665,-6051217.945718646,-7031024.321110055,-3327403.4085832774,6328.2816407232485,16.78499283828418,-36.41686932548334,-6045796.180204243,-7036674.432422168,-3327427.2681212462,10987.71701311979,-19.12923805184409,93.3988756278464,-3822149.5891844174,-6709773.856445183,-3534066.6961992816,-1125033.2465909717,125.51598450219169,-259.6998490153143,-4607223.3825643575,-6823814.6155110225,-3460694.95665601,-725148.7347724894,1189.0178730325076,-2577.8256806036698,-4685872.881396121,-6835527.410364543,-3453933.7297295243,-685375.8917363639,-1178.2408094437587,2510.9449826759806
156.75,-3228021.138618231,-6776770.572869316,-3798002.572761256,-1520283.057983546,-126.1425440234134,-329.58512203309715,-6100479.114830814,-7092405.434049458,-3356824.7230702173,36236.42168509709,-57.69455842875722,72.74018395182733,-6100251.650012574,-7092041.928872776,-3356829.083683052,35518.43429444597,-8.462939952991496,14.661432339229897,-3790600.676194608,-6713617.799818326,-3548024.7229658314,-1145947.9217166938,-5.868217609773699,19.870516147214975,-6177075.5690216245,-7086444.42362194,-3370263.031429632,50774.13814100589,-1.6014881215813375,-8.747985899901177,-6170174.445326849,-7086991.754800616,-3367013.810703585,52266.864531829284,36.197875443398296,7.213609824125121,-6051740.154103589,-7031055.866123776,-3327544.170494584,6192.774001950143,18.13493123077171,-39.525835974030805,-6045907.014795436,-7037130.359605078,-3327568.179142592,11209.528526618924,-20.68726769830493,100.81251800699357,-3814830.4889845788,-6710698.215209512,-3537257.7316597663,-1129946.4973908453,144.33335671398697,-298.9070370920739,-4602791.421421851,-6824384.026395282,-3462577.765356105,-728132.2279880954,1260.6786289904985,-2736.579941905626,-4681146.520149001,-6836133.515049872,-3455966.043185666,-688567.9247702158,-1245.276256042479,2652.51708964317
157.0,-3154402.271216013,-6785397.174134351,-3830523.487045189,-1569399.291701754,-134.71304547958883,-355.72314912625336,-6107095.660310548,-7098859.139991572,-3360439.7989194887,39096.37984850943,-62.692044665830366,79.18338781299943,-6106820.743280707,-7098460.7237317525,-3360436.2592583387,38312.84537826375,-9.263538449450547,16.0176977445575,-3770129.038354332,-6716168.557473226,-3556994.29601022,-1159663.493438024,-6.245208898649632,21.153634704024793,-6190288.986417264,-7092387.341846612,-3374992.2790507236,54838.405978685965,-1.4357899154992566,-9.845351308751678,-6182780.289808311,-7092975.15900625,-3371452.052655739,56468.19395321399,39.26219140236086,7.65659488998932,-6053190.756568566,-7031486.878925708,-3328111.7611126043,6136.507186219734,20.119243494735816,-43.72012867146017,-6046718.26681663,-7038220.188727022,-3328135.6093447916,11708.283656556216,-22.7593561934369,111.8712445510444,-3796997.3177492633,-6712936.418233745,-3545051.592399114,-1141911.9266578113,159.53126904036483,-330.7948688368962,-4591565.666562468,-6826017.868169859,-3467711.374529617,-735803.7353220286,1388.316122090854,-3014.291946610648,-4670353.122058975,-6837734.045232821,-3460949.9528303337,-695963.8161806541,-1370.353673793695,2918.480249448823
157.25,-3078866.678979539,-6794357.609199642,-3863834.5419289763,-1619839.492176338,-142.1127192151274,-376.733811055543,-6113370.704254823,-7104773.672206568,-3363917.4962525517,41615.871297995924,-66.8774395800208,84.60065227237291,-6113058.87334942,-7104347.181905011,-3363909.2839810615,40776.87537571446,-9.938515109352963,17.153124784025398,-3741475.1425332874,-6719742.9325843975,-3569544.3790424,-1178865.8476838924,-6.942526037005365,23.261655595931174,-6202072.750409511,-7097873.773585491,-3379398.405769975,58366.12153933366,-1.3001650104323688,-10.759461561075696,-6194055.880863636,-7098494.131143551,-3375611.7926237755,60112.58501563901,41.839118598108584,8.02763733292127,-6055162.994898561,-7032234.456816952,-3328971.530483212,6178.994777851082,22.150016206358128,-47.8671619561761,-6048027.757413883,-7039650.378804221,-3328995.3929223805,12325.637950682087,-24.80414803399294,123.20678739039619,-3770838.2525799274,-6716213.7793255225,-3556491.158398905,-1159460.9556504234,171.78842593985246,-356.4403289554708,-4575062.847862658,-6828471.604479531,-3475364.8843845753,-747110.267425659,1524.986002687345,-3310.6905579294253,-4654771.805911844,-6840108.755118404,-3468254.938425711,-706673.3741184968,-1506.7803126285737,3209.2473614826913
157.5,-3001998.1991529875,-6803544.348272169,-3897697.9585336284,-1671198.1090001378,-148.80308841285688,-394.6872664982884,-6119308.532032223,-7110262.742236173,-3367244.1592723923,43889.06217100081,-70.53049356105925,89.33386654893718,-6118966.838507144,-7109812.422072185,-3367233.0864059534,43001.523970634844,-10.5267506051152,18.139897138524457,-3706514.6844687355,-6724106.495016832,-3584853.6575125344,-1202297.4032134719,-7.7853800403654025,25.75552374579149,-6212812.387407532,-7102988.671344066,-3383534.9607748957,61521.49432581045,-1.1956722559123847,-11.541458220242315,-6204352.723124348,-7103636.942002493,-3379532.3414611686,63370.36613325303,44.09640101174459,8.358851027669385,-6057432.5433741035,-7033203.174466579,-3330020.6016763076,6295.430726574071,24.078756652714585,-51.75097484065979,-6049661.739231502,-7041273.630743869,-3330044.700814491,12993.028899525632,-26.729460065967626,134.0136763176567,-3738173.33516156,-6720303.266626567,-3570779.3441992216,-1181371.8805243033,181.98133934079988,-377.6642940928782,-4554465.973770832,-6831540.809172345,-3484948.3237332003,-761223.3541942307,1659.0731526397701,-3600.9502120033817,-4635378.776041024,-6843073.94185741,-3477376.9616506435,-720005.6611273804,-1641.7703506999687,3497.284390033191
160.0,-2980259.5378507953,-6807211.206449526,-3906709.093301886,-1686160.0325069104,-136.459728839617,-348.6025750598475,-6112973.80826447,-7102894.478787568,-3364083.649419805,39861.02005760117,-62.176847756384575,78.52076464963083,-6112739.856921608,-7102511.85950079,-3364097.545390668,39082.644558146276,-9.180495668990904,15.848342371854752,-3602470.012247617,-6737139.399118836,-3630356.010434769,-1272058.7450761108,-8.309167034756985,26.752854662647163,-6195427.115235239,-7096468.165894593,-3378523.880015661,55496.64624495781,-1.6024511988679762,-9.55669993568632,-6187988.335677565,-7097047.072552159,-3374999.592329285,57121.47093171158,39.04892725505445,7.6941418883071035,-6060042.13479422,-7035800.437670789,-3331930.61878981,7131.252171837735,21.488707901699026,-46.22523608892832,-6053057.888294085,-7043066.443834376,-3331957.6493440745,13141.380888063513,-24.15216937688322,120.16069780918963,-3630426.7242244757,-6733767.02603762,-3617938.1525949114,-1253594.4397318845,154.20327427736018,-318.88906210756784,-4485885.866071107,-6841213.615693442,-3516399.6389405206,-807837.6427687209,1528.9987215912631,-3313.0823148263094,-4571165.880499122,-6852311.283152287,-3507029.883754323,-763756.5218836373,-1518.4929482017546,3236.820102882011
170.0,-2967021.6678237077,-6809444.512146746,-3912171.6154710907,-1695229.9618008095,-128.82688506166292,-327.1458443354129,-6107840.287689859,-7098111.888999531,-3361069.7828842932,37182.337368028806,-57.59232060486391,72.49706796012146,-6107667.818536231,-7097764.864006962,-3361096.5700807124,36467.552961844354,-8.423588339383736,14.590658599483465,-3534196.9025258,-6745764.309717749,-3660151.110648692,-1317793.9243621898,-6.691675955252658,22.04941810935638,-6184289.732890474,-7092157.602184728,-3374515.841708594,51727.85263953691,-1.8270620049223596,-8.466274451316618,-6177411.366104463,-7092703.621136292,-3371267.7847704953,53219.05382159613,36.233479029325025,7.333842019731177,-6059371.050798313,-7036721.528753904,-3331739.75741728,7178.21740272297,18.919947313512367,-41.06402256117687,-6053268.748580789,-7043103.964998502,-3331771.3160003684,12409.893263470469,-21.598102222622526,104.92129820277322,-3558900.1400575913,-6742764.100671736,-3649186.5914082415,-1301515.238117798,141.34564615750446,-292.69189522553427,-4439639.36185287,-6847221.56011388,-3536603.3164178184,-838911.229541937,1333.26940867535,-2892.63004272013,-4527692.779179314,-6857991.701707337,-3526015.236128553,-792989.4736044665,-1322.078750328479,2817.4769374952753
180.0,-2961579.7263442376,-6810410.156815047,-3914390.3770454903,-1698957.2703247038,-125.18344564127125,-317.8686231530795,-6106099.78912925,-7096605.8192389235,-3360075.840529348,35986.80281964688,-55.57765478602373,69.85346955095028,-6105954.118983831,-7096274.629191309,-3360108.3698723186,35299.743710365365,-8.096242846578098,14.045771260577121,-3505260.6567197014,-6749452.325360044,-3672761.0074196286,-1337162.762991135,-5.945893403944408,19.85638537101329,-6179912.409424947,-7090858.391036719,-3373082.6840128666,50048.714940371014,-1.9065076512616401,-8.00721143918783,-6173279.296160371,-7091389.318298311,-3369955.687901525,51481.72335460953,34.9910388519635,7.163231077129875,-6059471.976643021,-7037607.590265944,-3331912.2558361567,7141.849425810918,17.839117025710294,-38.86916151088541,-6053720.512390645,-7043645.060223792,-3331948.821803185,12059.114006972566,-20.501012818832354,98.32868470728374,-3527896.5679257447,-6746693.709194963,-3662713.112873481,-1322280.109114319,135.63022945366097,-281.2050015402216,-4419506.063617906,-6850038.32937593,-3545505.7874388276,-852535.6999459625,1245.2382908630718,-2704.4460401557762,-4509178.473355364,-6860632.4903310025,-3534219.524489243,-805545.9812580383,-1234.644843692423,2630.6670844478695
190.0,-2957163.030155644,-6811188.4512095535,-3916200.089658874,-1701990.3841251978,-122.09333257137013,-310.08091347556024,-6104782.962053322,-7095423.414716096,-3359460.400770545,35018.39185303466,-53.90451294676589,67.66525882416477,-6104659.243087325,-7095105.714509297,-3359497.736294682,34354.266333316,-7.826396647673285,13.595124755444886,-3481874.939102346,-6752419.646473587,-3682965.345428228,-1352825.6135806662,-5.358031238894925,18.14371486306747,-6176405.251210513,-7089847.810431625,-3372100.8540334357,48676.91208294935,-1.9645207095638342,-7.634899916295308,-6169975.540197941,-7090365.619480508,-3369073.807674785,50061.96848644,33.95831229316815,7.016555265111874,-6059685.436722849,-7038386.728282112,-3332258.550269408,7124.689450569432,16.94970207359873,-37.074329981221446,-6054205.430390052,-7044153.885581561,-3332299.9321506983,11799.852459675812,-19.59678986680457,92.95988254749872,-3502498.620829298,-6749903.290985535,-3673805.1351187117,-1339295.2644309117,131.05126636231304,-271.89789824892785,-4403025.671340151,-6852374.037015077,-3552893.3664153866,-863716.3029333559,1174.2265513463544,-2551.9552383447444,-4494086.452444596,-6862820.252873022,-3541017.1235265457,-815812.2730230443,-1163.749736622026,2479.2541960164303
200.0,-2953289.3677058187,-6811864.582540984,-3917793.2866448164,-1704652.4029278802,-119.38982819600372,-303.1205045787673,-6103612.979412972,-7094351.231157762,-3358962.8046646775,34179.60997846711,-52.4451659703514,65.76253053666628,-6103508.2714953115,-7094045.475471519,-3359004.4525001124,33535.481841234454,-7.592437634113173,13.203010399838789,-3461713.7483567377,-6754970.546560383,-3691769.1904505994,-1366332.4279395123,-4.879378779140361,16.760891723680878,-6173322.840470198,-7088925.865218098,-3371282.2119133445,47485.34813095835,-2.008973678346692,-7.31728466432889,-6167070.526315507,-7089431.841751227,-3368341.8587547084,48828.80881513683,33.05698020554333,6.884897981800671,-6059852.606687128,-7039016.691986754,-3332596.8870799984,7110.959461634229,16.194753072481817,-35.550826463685574,-6054600.483840555,-7044555.297019001,-3332642.326949351,11583.74435631851,-18.82839549554163,88.44154333469226,-3480650.337398082,-6752658.723025806,-3683352.7346604913,-1353933.5588573054,127.14521546773317,-263.8943895695026,-4388865.3287659045,-6854370.344780292,-3559263.966664964,-873320.8976050819,1115.5208322737749,-2425.495056743072,-4481082.167170394,-6864693.407990344,-3546898.5968376333,-824655.5840641723,-1104.9529354009003,2353.722816447246
210.0,-2949997.6941302284,-6812429.4417516785,-3919149.3889615666,-1706915.2751882342,-117.1697136380389,-297.2163786671184,-6102520.0547937425,-7093290.728842024,-3358394.754973314,33510.30031654124,-51.24142865523535,64.19747531104085,-6102430.827305764,-7092994.996499525,-3358440.208937583,32882.74362700252,-7.400242105651538,12.879671174368319,-3445121.910872398,-6757063.98767064,-3699014.6602272573,-1377450.845994984,-4.504384837844988,15.71165601499532,-6170649.219513299,-7087989.728300178,-3370448.152282706,46524.429435619946,-2.0414013839087546,-7.060204398457245,-6164543.499883395,-7088485.565923461,-3367579.082390139,47833.55327701885,32.3125718698708,6.773856217604387,-6059866.621987107,-7039361.381676626,-3332717.7422854477,7119.821269442188,15.58384245381174,-34.32121687938832,-6054797.782631588,-7044715.520474162,-3332765.1946109426,11430.151627425905,-18.21442597001563,84.81324033603155,-3462765.5305016316,-6754907.656164242,-3691169.4932815842,-1365918.6243292042,123.91503677167768,-257.2686401434313,-4377277.482390258,-6855933.933653485,-3564409.4075872777,-881144.7026193817,1069.3599528199527,-2326.09510780698,-4470345.333802328,-6866161.488287797,-3551678.2345228894,-831916.3068374954,-1058.7372034031932,2255.113152166205
212.5,-2949308.5597285414,-6812546.858806671,-3919433.526495304,-1707389.1065865848,-116.70725604235386,-295.98288990875824,-6102283.253467264,-7093056.0110823875,-3358264.2438549306,33374.01345028292,-50.99239979488638,63.8741334690866,-6102197.204326864,-7092762.360755548,-3358310.507814247,32749.886430205654,-7.3605780367222415,12.81279808009345,-3441696.9075314826,-6757495.545735459,-3700510.4142177007,-1379746.267289905,-4.4293139808255,15.505435954803689,-6170085.080571775,-7087780.780569474,-3370262.4756075977,46327.74199000175,-2.047616317635203,-7.007565678005375,-6164009.709329311,-7088274.480217051,-3367408.1208233978,47629.76972907735,32.15847754522893,6.750602567690769,-6059859.305347245,-7039417.3979355795,-3332729.7323627337,7123.609992009576,15.45904934792505,-34.07046402338073,-6054827.861708294,-7044733.827516514,-3332777.4811379933,11400.835671457327,-18.089896565973355,84.075828697292,-3459085.5968239717,-6755369.767280045,-3692778.0027375678,-1368384.8428495356,123.24654860543353,-255.8990607307525,-4374889.799299665,-6856250.0253995,-3565464.0847733654,-882753.7095072184,1060.0802029660063,-2306.120723935862,-4468132.039107033,-6866457.451235087,-3552657.3676555133,-833409.6080222313,-1049.4550151461638,2235.3041359141735
213.0,-2818364.745932923,-6827779.485543049,-3977339.8891795552,-1794707.7502868418,-134.72397819427292,-349.85662097669865,-6113217.770483701,-7104243.748647578,-3364304.2972468063,38412.60151606577,-60.41604622926566,75.88359425712278,-6113044.211691749,-7103877.864059323,-3364331.3422317267,37667.602138396716,-8.785605740186284,15.271238796017123,-3401966.078524851,-6762447.36390191,-3717914.9901476647,-1406370.2086790847,-4.972853985190741,17.51211465735918,-6193517.216430837,-7097995.391703891,-3378458.8908905042,53698.45879194513,-2.0640460769910165,-8.716817004914645,-6186303.031996017,-7098577.43081609,-3375071.817903311,55248.90649013458,37.990933982475255,7.784054233924439,-6062241.732837009,-7040257.682326115,-3333748.332772305,7102.333451161622,18.29444803340678,-40.1700190065536,-6056307.209345062,-7046504.464498633,-3333796.363786486,12163.547890812055,-21.148759266769265,99.93174712071891,-3423318.506717154,-6759853.2328475,-3708414.8368108883,-1392379.5672598965,148.92614739141678,-309.4175704954166,-4352402.401441321,-6859484.691406499,-3575732.829636999,-898094.2921262647,1238.2226997057624,-2695.0452159895117,-4446524.1579217175,-6869620.437560943,-3562615.364466812,-848192.7683377955,-1223.7259176227437,2605.808040530498
213.5,-2681635.873469551,-6844051.072416124,-4037610.815054299,-1886035.0515568235,-147.77376899315504,-386.38865541466123,-6123377.0477514155,-7113909.943204947,-3369992.905059091,42511.37502149593,-67.33921081833273,84.77123782658197,-6123146.026171505,-7113496.170529294,-3370011.1822672053,41675.75788364183,-9.867809619251558,17.11073728085162,-3339223.339030102,-6770277.08228425,-3745389.175419662,-1448424.2667586857,-6.092392008487838,20.918494067799063,-6212816.644959381,-7106948.683002192,-3385708.0702968524,59489.19237168574,-1.975126455364105,-10.081121921423199,-6204764.758868994,-7107589.200982601,-3381919.1030804534,61228.89879787031,42.27884406348757,8.480362756680702,-6065780.086087838,-7041816.00561024,-3335419.988927686,7288.440558478685,21.21869985114073,-46.24096554807361,-6058890.629808812,-7049046.467335644,-3335468.5639549475,13178.017761304744,-24.202892632848837,116.451845381028,-3364391.53975484,-6767228.6391965505,-3734191.089395431,-1431902.9416136278,167.86675289520065,-348.8210581111731,-4315178.44759363,-6864905.454158629,-3592907.141070628,-923522.4169758564,1439.403672428706,-3131.2200487528107,-4411317.261035498,-6874861.44429578,-3579015.039341567,-872314.4491831847,-1424.201522134626,3033.127429738182
