Time,pt0_ux,pt0_uy,pt0_uz,pt1_ux,pt1_uy,pt1_uz,pt2_ux,pt2_uy,pt2_uz,pt3_ux,pt3_uy,pt3_uz,pt4_ux,pt4_uy,pt4_uz,pt5_ux,pt5_uy,pt5_uz,pt6_ux,pt6_uy,pt6_uz,pt7_ux,pt7_uy,pt7_uz,pt8_ux,pt8_uy,pt8_uz,pt9_ux,pt9_uy,pt9_uz
400.0,-7.955522049690949e-05,3.875583894382654e-05,-2.785717516365334e-11,7.955783780406421e-05,-3.875341312681522e-05,-2.7832906454326705e-11,-9.262780048193685e-05,4.319327697908507e-05,3.5652653943360896e-11,9.263911535612494e-05,-4.319837174338242e-05,3.565599379486262e-11,2.190096905953509e-07,4.832816385428079e-07,1.0087259778916994e-12,2.3050897653584647e-07,4.777896895109194e-07,1.008768643372607e-12,-1.662740643667404e-08,7.833606129252014e-09,5.10403225440122e-07,1.6610432458580855e-08,-7.809031520716853e-09,5.104482574654887e-07,-4.922474602554259e-08,1.3888927891098687e-07,-6.922586486545116e-14,4.921738942361463e-08,-1.3908402320368292e-07,-6.93803113703217e-14
410.0,-7.96249067870541e-05,3.877295104323645e-05,-2.764118441839762e-11,7.962749795990713e-05,-3.877053952900426e-05,-2.7616767515059074e-11,-9.26568332727315e-05,4.320681257898721e-05,3.562252821503216e-11,9.266815171413059e-05,-4.321191143502736e-05,3.562583988089281e-11,2.2000663497819046e-07,4.853388517113469e-07,1.0131749976603605e-12,2.3144754073745224e-07,4.798733529691819e-07,1.0132171956697426e-12,-1.73951915429785e-08,8.19255732330325e-09,5.125048014640146e-07,1.737868115372045e-08,-8.169471269380015e-09,5.125471063713441e-07,-4.9430033404057374e-08,1.3946280329885798e-07,-6.951226282696178e-14,4.9422657595554164e-08,-1.396583844245163e-07,-6.96673685826749e-14
415.0,-7.965913608032586e-05,3.878138421128065e-05,-2.7535254956654143e-11,7.96617145396219e-05,-3.877897970243218e-05,-2.751076729361168e-11,-9.267113787171235e-05,4.321348166119456e-05,3.560744746638134e-11,9.2682458053314e-05,-4.3218582545510134e-05,3.5610745058325045e-11,2.2050011525346324e-07,4.863561238298187e-07,1.01537465314748e-12,2.3191132739541688e-07,4.809040850606217e-07,1.015416582028707e-12,-1.776236465438906e-08,8.36423342106762e-09,5.135447977232239e-07,1.7746083240371608e-08,-8.34187538995245e-09,5.135857573594681e-07,-4.9531568557108086e-08,1.397464628016318e-07,-6.965390432534546e-14,4.9524183337882425e-08,-1.3994245797461288e-07,-6.980933619470776e-14
419.0,-7.968614180530205e-05,3.878805494552098e-05,-2.7451779583843546e-11,7.968871030577894e-05,-3.878565595020257e-05,-2.7427237338593288e-11,-9.26824508957442e-05,4.321875602837782e-05,3.559537384009669e-11,9.269377244330508e-05,-4.322385852350549e-05,3.559866018882818e-11,2.2089181940452798e-07,4.871629401521001e-07,1.0171190357285813e-12,2.322789599673204e-07,4.817218169272179e-07,1.017160729325567e-12,-1.8045551773948424e-08,8.496652115552858e-09,5.14370129288473e-07,1.802945169234567e-08,-8.474866301882319e-09,5.144100242755993e-07,-4.961211194569409e-08,1.3997147383579287e-07,-6.976625548819731e-14,4.960471931398571e-08,-1.4016779754053415e-07,-6.992194607413164e-14
419.5,-7.968951170206142e-05,3.878888762851766e-05,-2.7441364847522444e-11,7.9692078960973e-05,-3.8786489320970595e-05,-2.741681581088942e-11,-9.268386301507747e-05,4.321941438808274e-05,3.559386449434312e-11,9.269518473297987e-05,-4.322451708438017e-05,3.559714943797673e-11,2.2094073466842748e-07,4.872636836166665e-07,1.017336845628999e-12,2.3232486135622824e-07,4.818239271312181e-07,1.0173785095109019e-12,-1.8080785563181625e-08,8.513127665651323e-09,5.144731923999363e-07,1.8064708117581963e-08,-8.49141322144848e-09,5.145129544865765e-07,-4.962216925180331e-08,1.3999957049709464e-07,-6.978028446470792e-14,4.961477569526711e-08,-1.4019593522707182e-07,-6.993600735749891e-14
419.75,-8.27735797660215e-05,4.0328466611325164e-05,-2.9021208892942457e-11,8.277631929068284e-05,-4.0325947516840295e-05,-2.8996212696988356e-11,-9.640953416457431e-05,4.495673825571406e-05,3.709473698902063e-11,9.642130738856342e-05,-4.4962042533755924e-05,3.7098128942214506e-11,2.282909250705442e-07,5.035987983160103e-07,1.0511918072093608e-12,2.4015172719213636e-07,4.97933785544939e-07,1.0512422013308362e-12,-1.6842708269428227e-08,7.9379205287739e-09,5.319042443249571e-07,1.682538721270956e-08,-7.91247135185473e-09,5.319498850876971e-07,-5.129491866881834e-08,1.4472766266144436e-07,-7.213534129702e-14,5.128727197340394e-08,-1.4493063153682248e-07,-7.229630039378397e-14
420.0,-8.591035180682327e-05,4.1890630574456725e-05,-3.059323147886657e-11,8.59132696912666e-05,-4.188798482540845e-05,-3.0567738699686984e-11,-0.00010016165360810121,4.670639862999062e-05,3.8586155244594344e-11,0.00010017388274163882,-4.67119077266692e-05,3.858971397547053e-11,2.3577228663137802e-07,5.202257622180474e-07,1.0856540529619361e-12,2.481185095153555e-07,5.143313471390705e-07,1.0857131762735573e-12,-1.5583372984697782e-08,7.352834520552387e-09,5.496442575602568e-07,1.55647822094119e-08,-7.3235856152721846e-09,5.496958876394692e-07,-5.2997419771482756e-08,1.4953974948063383e-07,-7.453225678359e-14,5.2989515740252375e-08,-1.4974944055263114e-07,-7.469854564099461e-14
420.25,-8.904789168542404e-05,4.345304627509773e-05,-3.2163896243911996e-11,8.905098765917758e-05,-4.345027386839796e-05,-3.2137904436565904e-11,-0.00010391410144199162,4.845621209756128e-05,4.007748888085636e-11,0.00010392678655364114,-4.8461926029858774e-05,4.0081214857212906e-11,2.4325769605526046e-07,5.368619040786454e-07,1.120135392823182e-12,2.5608973288303364e-07,5.307378792045821e-07,1.120203060407481e-12,-1.4327424032163005e-08,6.769328651465066e-09,5.673934213529743e-07,1.4307562989059307e-08,-6.736285000829863e-09,5.674510359351255e-07,-5.470082717733057e-08,1.543543777093398e-07,-7.693044351923806e-14,5.469266558517644e-08,-1.545707944176475e-07,-7.710206490343582e-14
420.5,-9.218533567468234e-05,4.501527519204062e-05,-3.373275713822102e-11,9.218860939946295e-05,-4.501237616146183e-05,-3.370626361929357e-11,-0.00010766683513862722,5.0205174030859986e-05,4.156890398164713e-11,0.0001076799763433491,-5.021109276819118e-05,4.157280994246145e-11,2.5074428608575046e-07,5.535025555219728e-07,1.1546256524590743e-12,2.640626502525201e-07,5.471493435099616e-07,1.1547025524712733e-12,-1.3075294529205614e-08,6.1875203664944825e-09,5.851467779081036e-07,1.3054163245797855e-08,-6.150688156363272e-09,5.852103702474573e-07,-5.6404637317575086e-08,1.5916996463136286e-07,-7.932911188693712e-14,5.639621799564359e-08,-1.5939310821101925e-07,-7.950606685559141e-14
421.0,-9.28093847822077e-05,4.514553052795889e-05,-3.065404230467145e-11,9.28123797146276e-05,-4.5142681841697194e-05,-3.06258325793163e-11,-0.00010788144649371512,5.0298566106353986e-05,4.1712025556494924e-11,0.00010789464415010642,-5.030447951789528e-05,4.1716016388382623e-11,2.5629148434464835e-07,5.658335346504514e-07,1.1815116367197106e-12,2.6989956871253547e-07,5.59062008431725e-07,1.1810047376798084e-12,-1.3230839093937034e-08,6.223427897399709e-09,5.964254478633792e-07,1.32076357835772e-08,-6.189664331660022e-09,5.964884698413934e-07,-5.758725437484618e-08,1.6246425497054437e-07,-8.098859474561885e-14,5.75788077547847e-08,-1.6269230843927263e-07,-8.116946217381305e-14
422.0,-9.59515255979442e-05,4.585799253814221e-05,-2.099867961406055e-11,9.59535101773431e-05,-4.58559618478149e-05,-2.097685093583997e-11,-0.00010915018985664428,5.084531426983887e-05,4.1802189042722105e-11,0.00010916341932728712,-5.0851512763949714e-05,4.180629428576977e-11,3.1576350781953506e-07,6.983206364617965e-07,1.4528673266202793e-12,3.323631506279931e-07,6.860458067128963e-07,1.444863127051409e-12,-1.4464690697850869e-08,6.279547491828741e-09,7.189576525372894e-07,1.446506145194248e-08,-6.203299811600533e-09,7.190570136677752e-07,-7.03113696179688e-08,1.9764907073420124e-07,-9.861662240304705e-14,7.03033062023206e-08,-1.9793169378599274e-07,-9.883997230556717e-14
423.0,-0.00010150840498080095,4.734138693124962e-05,-8.622874354213309e-12,0.00010150922951257741,-4.734046251789742e-05,-8.611724858217198e-12,-0.00011154222705054042,5.193737664289063e-05,4.1653639779388934e-11,0.00011155568726706375,-5.194378314595759e-05,4.1657285631693436e-11,4.822406136042382e-07,1.0725676753218472e-06,2.1500880548937353e-12,5.104343496134226e-07,1.0478144433550482e-06,2.1285450347189927e-12,-2.5431314702673316e-08,9.637523253058946e-09,1.0860071867925877e-06,2.5435265186700876e-08,-9.671001075841068e-09,1.0860000175209194e-06,-1.0660633106834574e-07,2.9716509764980303e-07,-1.4803638012712158e-13,1.06600674264184e-07,-2.9760463213919937e-07,-1.4837886100761852e-13
424.0,-0.00010572872291967986,4.8627257420219215e-05,-4.755245887922963e-12,0.00010572906888539403,-4.862701848238958e-05,-4.745115890179908e-12,-0.0001135370917539812,5.283113900880123e-05,4.170618219891529e-11,0.00011355071508258532,-5.2837610546269665e-05,4.1709862357682986e-11,7.17911259724744e-07,1.6314465061634849e-06,3.0700354445271965e-12,7.826274385742743e-07,1.5742063997373717e-06,2.8980158127122637e-12,-2.4514911685050624e-08,6.873754411117089e-09,1.5988819704796412e-06,2.442425129617789e-08,-6.9227941182842475e-09,1.599100138152205e-06,-1.5706088379045472e-07,4.33386736955087e-07,-2.1543418847567063e-13,1.5706242363709917e-07,-4.340493126893072e-07,-2.1594301227113152e-13
425.0,-0.00010858792064024822,4.9820083258515385e-05,7.367336978004548e-13,0.00010858532437483646,-4.9820391854248045e-05,7.430393567279408e-13,-0.00011547804572093205,5.366538506433385e-05,3.82476313021218e-11,0.00011549125685666469,-5.367313394160896e-05,3.8250437864308444e-11,1.1755471870928731e-06,2.8682354619696813e-06,4.132997904263175e-12,1.4171530413024608e-06,2.684205923723948e-06,2.865971266933346e-12,-9.858290515438745e-08,6.353646288423524e-09,2.6519279981148082e-06,9.806008280706889e-08,-7.118956878118858e-09,2.652016163605403e-06,-2.585571842356486e-07,7.011815124355959e-07,-3.461058370291577e-13,2.5862319664933686e-07,-7.023694545867662e-07,-3.469770877757722e-13
426.0,-0.00011776869260310722,5.349178808068291e-05,9.6250935039869e-12,0.00011771636293628165,-5.359867681064986e-05,9.533800617187585e-12,-0.00012189425710819005,5.6256499809562415e-05,1.4988116780091136e-11,0.00012185414052511238,-5.6382790549763906e-05,1.4939399927394792e-11,6.019127885458778e-06,6.569135968171299e-06,1.1102510035736623e-11,2.0667925894842272e-07,7.38563208748138e-06,1.1354651587831222e-11,-6.511901135141677e-05,3.168175641870982e-05,7.812983796510406e-06,6.501718120245203e-05,-3.1932324737327576e-05,7.822546916034768e-06,-6.08912964368366e-07,1.6156364074669469e-06,-7.61870213595249e-13,6.307163104070145e-07,-1.656286146290887e-06,-7.818973139324527e-13
428.0,-0.00012111589267347779,5.4887355541085056e-05,5.74798623466023e-12,0.00012109640054752156,-5.494841345274882e-05,5.707985248090837e-12,-0.00012433407910442983,5.709409210923469e-05,9.072876629279415e-12,0.00012432118590824007,-5.716439480871664e-05,9.066160051659419e-12,-9.570304773592485e-05,5.4598259623907464e-05,1.1225844358229678e-11,0.00010369920514007567,-3.663613311332919e-05,1.1269397940002246e-11,-0.00011697232728119827,5.4216197091629486e-05,4.50693243249312e-06,0.00011685019735947786,-5.45160455663908e-05,4.503188639067519e-06,-1.3792729834973098e-06,3.4680385671128785e-06,-1.4281588815426087e-12,1.4169340225106136e-06,-3.530760000230365e-06,-1.4469280630217955e-12
429.0,-0.00012234227331389298,5.536574495064329e-05,5.129960711522101e-12,0.00012231303983919052,-5.544031262038155e-05,5.048376389781912e-12,-0.00012518186403668154,5.7328969650824624e-05,7.753820743873121e-12,0.0001251616994632537,-5.741561907320546e-05,7.760645452577303e-12,-0.00010967824370278594,6.0645408905673915e-05,9.873375794607103e-12,0.00011705503769963848,-4.443779518912552e-05,1.0014808946563346e-11,-0.00011980713209845678,5.547460309973435e-05,3.716470231248975e-06,0.00011971154267379607,-5.572220502847572e-05,3.7148005179319125e-06,-1.8413062118583836e-06,4.492378843954137e-06,-1.760833672212215e-12,1.8848308703348227e-06,-4.560440196549328e-06,-1.7623731814477116e-12
430.0,-0.00012247621351557178,5.541680043365191e-05,4.029392844153011e-12,0.00012246339367978987,-5.54872564198234e-05,3.992306973435876e-12,-0.00012543691752734705,5.729924613674476e-05,7.282052073103402e-12,0.0001254210107196229,-5.737787036090934e-05,7.28496804960918e-12,-0.000113654824812942,6.088464976513302e-05,8.028132355097709e-12,0.0001198231386376056,-4.742860458775728e-05,8.162581483885155e-12,-0.00011954378921923836,5.530619269115912e-05,3.170943140858068e-06,0.00011949721865534922,-5.5450467621495866e-05,3.1693825688842312e-06,-2.4197443441338225e-06,5.6912711417371985e-06,-2.1256077687746615e-12,2.47253405718814e-06,-5.775153185419481e-06,-2.1413690688403273e-12
431.0,-0.00012343630058444675,5.577663537573642e-05,3.783008681154018e-12,0.0001234169055606139,-5.583468888679487e-05,3.7368131041616405e-12,-0.00012609036704106874,5.745297728109885e-05,6.5113087175422354e-12,0.0001260810246098421,-5.7519532424402624e-05,6.469364464609805e-12,-0.00011686592781870588,6.121434823601094e-05,7.2393011154491225e-12,0.00012216817128282245,-4.9528678306469936e-05,7.362717884962397e-12,-0.0001211995403276515,5.59651276624921e-05,2.8385503560084506e-06,0.00012115905786223659,-5.610020084895554e-05,2.8370871391259855e-06,-3.1396279883202685e-06,7.102926584178824e-06,-2.5935991296670436e-12,3.214858122805454e-06,-7.207302565249098e-06,-2.5711472576127254e-12
432.0,-0.0001228955054028766,5.552860303712001e-05,2.7253050823425194e-12,0.00012287143326218889,-5.5582259201167824e-05,2.698565425905871e-12,-0.00012594412449174435,5.722918311734897e-05,6.645961854738751e-12,0.00012593654893577232,-5.729215285155046e-05,6.6454067460664765e-12,-0.00011642498670466205,5.9866069527309487e-05,6.086219052564984e-12,0.00012090641330278933,-4.988680169411614e-05,6.19423729423437e-12,-0.00011949646878667507,5.507332815525827e-05,2.5528923462328084e-06,0.00011947039643503323,-5.517721181292043e-05,2.551834302322823e-06,-4.177059334376207e-06,8.91066797614198e-06,-3.1578641248245052e-12,4.265279338699595e-06,-9.032731345054733e-06,-3.150758427933159e-12
433.0,-0.0001227394439787332,5.5367819618148355e-05,1.9667708714324175e-12,0.0001227165245314619,-5.53851123495519e-05,1.92977368755179e-12,-0.00012599709779272857,5.703781081234275e-05,6.543117454284245e-12,0.00012600605839523574,-5.706519148093313e-05,6.51354611966371e-12,-0.00011596780546060901,5.8802776928741235e-05,5.188990802390104e-12,0.00011989424913727949,-4.994942572115113e-05,5.29748807014946e-12,-0.00011877865470408971,5.458853435582797e-05,2.2936041879247334e-06,0.00011876969656496712,-5.465643950183973e-05,2.2917508051124233e-06,-5.665749415737124e-06,1.1246349151746481e-05,-3.883740486504503e-12,5.687635438939446e-06,-1.1260381836661154e-05,-3.697342239478287e-12
434.0,-0.00012296627886567785,5.520166212318551e-05,1.4435250308516022e-12,0.00012295338698429915,-5.5226369479176004e-05,1.4394676474670986e-12,-0.00012628877557231257,5.6776522283108885e-05,6.213659147057626e-12,0.00012629504646111627,-5.680936958065915e-05,6.2208231400240135e-12,-0.00011626818030092898,5.809018841453828e-05,4.417049399192836e-12,0.00011970596002962214,-5.01853219952826e-05,4.524654237746253e-12,-0.0001188368361176081,5.4352223653027634e-05,2.061432021638282e-06,0.00011883680220220898,-5.440070147389349e-05,2.0613228009950344e-06,-7.660298386122198e-06,1.4037665896127187e-05,-4.404283735713759e-12,7.799997233319967e-06,-1.4200684099858507e-05,-4.48493442974521e-12
435.0,-0.0001240356393612614,5.5285076192595205e-05,1.46485516434886e-12,0.00012400066326179597,-5.5309766323133295e-05,1.4630051742608272e-12,-0.00012701531787128134,5.6638013363298724e-05,5.486838719166883e-12,0.00012702213093613652,-5.667314783217492e-05,5.486632187405638e-12,-0.0001186892909506824,5.852497237865645e-05,3.793282706302205e-12,0.00012181104500590971,-5.119440339800746e-05,3.893113875827624e-12,-0.0001204704990961338,5.4786802992000137e-05,1.8634581827264345e-06,0.00012047657375206244,-5.4826302519797285e-05,1.8628614960928355e-06,-9.551696123372791e-06,1.6561308601083384e-05,-4.407947513656631e-12,9.909110058289174e-06,-1.6955669244375053e-05,-4.544095958559433e-12
436.0,-0.0001242399379655061,5.522323552109773e-05,1.2175352061024138e-12,0.00012424357004928513,-5.526020599638802e-05,1.2149124776456345e-12,-0.00012724087215912943,5.649824448812057e-05,5.288596808909613e-12,0.00012724452191990653,-5.6540654563204e-05,5.276800470487572e-12,-0.00011928633294114042,5.820717533269574e-05,3.502829669022388e-12,0.0001220825899413682,-5.157528834892498e-05,3.6066023995449495e-12,-0.00012064070659972873,5.468935692771048e-05,1.7232606039180836e-06,0.00012064423092385695,-5.473498080499595e-05,1.722635621198672e-06,-1.2852938447634967e-05,2.0240335319417536e-05,-5.714754874141789e-12,1.3208172232621356e-05,-2.0559992461190098e-05,-5.561397482880152e-12
437.0,-0.00012429488916141938,5.509939514849211e-05,9.054364938160452e-13,0.00012429685783501497,-5.508101878324746e-05,9.021275584789154e-13,-0.00012734935720349515,5.6334406442551964e-05,5.088728421316479e-12,0.00012737411466373465,-5.6324542871865826e-05,5.117293899836558e-12,-0.00011878912503630308,5.7592965069320384e-05,3.1054166851879272e-12,0.00012142837574892972,-5.129170706325286e-05,3.2146514073252246e-12,-0.00012063054290119662,5.45231437473359e-05,1.579726819870672e-06,0.00012064755699574452,-5.453293469468291e-05,1.5795056130427906e-06,-1.689525413105179e-05,2.4016262159765496e-05,-7.081324363003992e-12,1.6117661498819254e-05,-2.3430703115453952e-05,-5.954183922364462e-12
438.0,-0.00012442143489269306,5.443595831434974e-05,5.539263150615238e-13,0.0001244254002022619,-5.444686547157176e-05,5.557134682819056e-13,-0.00012764956190568967,5.558599260244822e-05,5.076668290515433e-12,0.00012766160006968968,-5.560228764549576e-05,5.077752538184074e-12,-0.00011923968237442406,5.6875990599680544e-05,2.827006930575689e-12,0.00012156114182208971,-5.108328077894373e-05,2.9485610370967057e-12,-0.00012024461861475611,5.373651930417924e-05,1.4597841974195392e-06,0.00012025709216544953,-5.3755803823552495e-05,1.4594988908358307e-06,-1.999537483819202e-05,2.6628939237659513e-05,-5.497258133883517e-12,2.0077414471673306e-05,-2.669726141501971e-05,-5.357597841143787e-12
439.0,-0.00012468101877649085,5.410011988447312e-05,3.4230553308599323e-13,0.00012473986042742173,-5.410162040532082e-05,3.3183913512454386e-13,-0.00012795020168229908,5.5171349319526285e-05,4.7956766071788276e-12,0.00012796254562899036,-5.517326715685298e-05,4.798866808143654e-12,-0.00011966830598960942,5.658395826909047e-05,2.359673662915457e-12,0.00012189713033985244,-5.0911496424384314e-05,2.487837807256848e-12,-0.00012062520879657251,5.3506729062758155e-05,1.3170397272775567e-06,0.00012062689205838393,-5.353643851206489e-05,1.316463109319488e-06,-2.5681222482412505e-05,3.055436692014361e-05,-7.6333833318034e-12,2.157948629837945e-05,-2.801752918420428e-05,-3.816254481661143e-12
440.0,-0.00012488885042794527,5.3668280995965627e-05,1.5417748414788724e-13,0.0001248985174658328,-5.36486540982362e-05,1.525891629788379e-13,-0.00012820756626927022,5.466203287166714e-05,4.699018906404667e-12,0.00012822524987357082,-5.4648308965937154e-05,4.7063827428396814e-12,-0.00011967660586561904,5.588531101294489e-05,2.2922483870298923e-12,0.00012168511256054735,-5.060929007094942e-05,2.434652078279429e-12,-0.00012066595899960974,5.309380381933476e-05,1.223290815136355e-06,0.00012068074665465079,-5.309219004579182e-05,1.2231279471601435e-06,-2.967667629817584e-05,3.3193672082873084e-05,-6.0680627020648765e-12,2.7312076618356606e-05,-3.183047815641273e-05,-6.533925141694208e-12
441.0,-0.0001252763612648175,5.356438942893432e-05,1.3854817815642636e-13,0.00012529241119091359,-5.356758209031755e-05,1.3103189548399244e-13,-0.00012851363450701184,5.4469303600905385e-05,4.419904629951699e-12,0.0001285128949249685,-5.447619984430891e-05,4.422777565388004e-12,-0.00012051992777183187,5.589564934807409e-05,2.0643072497477557e-12,0.00012241756062499824,-5.0862214290105505e-05,2.2104347703363475e-12,-0.0001212827004011516,5.313143851074419e-05,1.1346445694665586e-06,0.00012127565499670293,-5.3159182922279826e-05,1.1340464716641865e-06,-3.6572222927030915e-05,3.675306665760144e-05,-8.456222809080856e-12,2.976510399910115e-05,-3.35544846364606e-05,-4.675577886166856e-12
442.0,-0.00012516085408199187,5.333231577426747e-05,-1.1486996188742906e-13,0.00012512027995741009,-5.330960071244125e-05,-1.2184434020659675e-13,-0.00012849611593091919,5.423303641670616e-05,4.464297325921118e-12,0.0001285089141001737,-5.422095228354964e-05,4.4558189959175964e-12,-0.00011978513632672804,5.519003765188093e-05,1.9847502202486266e-12,0.00012157064021454727,-5.048620934472067e-05,2.136327758113565e-12,-0.00012084943432037461,5.277549668366776e-05,1.0676194707411448e-06,0.00012086092248027076,-5.2772974306566526e-05,1.0671182213529646e-06,-3.9809870397221465e-05,3.82840678550179e-05,-5.841056930585194e-12,3.7543458364977744e-05,-3.731913318910141e-05,-7.135089375327184e-12
443.0,-0.000125298156997935,5.2993006446391624e-05,-2.624404815214133e-13,0.0001252982441396848,-5.3110986009148425e-05,-2.569206641638444e-13,-0.00012870846068346696,5.385124307048036e-05,4.317776010588245e-12,0.00012865782713226818,-5.396847582865664e-05,4.3024410435465705e-12,-0.0001203913675653109,5.501383307326341e-05,1.8113255843134816e-12,0.00012205981331754034,-5.0586375732904255e-05,1.969465589348809e-12,-0.00012101394772163286,5.249143967851856e-05,9.808261301610349e-07,0.0001209671883079305,-5.260760300768201e-05,9.802029740554107e-07,-4.4445203492669396e-05,3.982909185045344e-05,-6.3276626183997914e-12,4.026034458484322e-05,-3.8658990981067986e-05,-4.990220044857536e-12
444.0,-0.000125683812946231,5.28229485237937e-05,-2.715811262620529e-13,0.00012563888991049614,-5.291716834056141e-05,-2.759786180462931e-13,-0.00012899972942324487,5.359557543305344e-05,4.060131099590003e-12,0.0001289487498214013,-5.369516128611986e-05,4.067231815425992e-12,-0.0001208729914534557,5.487097723758845e-05,1.5909097741082983e-12,0.000122493845112177,-5.056588095571028e-05,1.7563052476931778e-12,-0.00012156025073237183,5.245768621394648e-05,9.032152276303143e-07,0.00012150563000301194,-5.2573521052937463e-05,9.028292980826941e-07,-5.053054993836719e-05,4.20887183269965e-05,-7.0038689436604966e-12,4.1757166474918384e-05,-3.941037019420652e-05,-3.3414197911193918e-12
445.0,-0.00012579003582861378,5.265552779314556e-05,-3.8949887493939656e-13,0.0001257046678351276,-5.275613669911413e-05,-3.9083262567731866e-13,-0.00012910746590657815,5.33969807721522e-05,3.9452048412007485e-12,0.0001290517466248908,-5.350669064320979e-05,3.957472878774125e-12,-0.00012076514396628856,5.452875225768813e-05,1.4873762398344476e-12,0.00012233496002145422,-5.0423085039528135e-05,1.6581223241114432e-12,-0.00012166790768404191,5.2326353855384325e-05,8.338481423969359e-07,0.0001216109889722561,-5.244693336971154e-05,8.33900828947658e-07,-5.4042585261729334e-05,4.311594826653695e-05,-6.0544840584080774e-12,4.805158606040709e-05,-4.155420271001801e-05,-6.697051309714488e-12
447.0,-0.0001259609596194968,5.2408004177713694e-05,-5.453329096988002e-13,0.000125819344204445,-5.258919896893324e-05,-5.504913343406612e-13,-0.00012928538615974172,5.3102431133773296e-05,3.773746310395011e-12,0.00012918195332350154,-5.329378349486378e-05,3.778806501965065e-12,-0.00012091410661173982,5.41448134296804e-05,1.2993390369863152e-12,0.0001224028679561186,-5.041395337606367e-05,1.4741675388925947e-12,-0.00012183598156296257,5.2108845324739796e-05,7.356851686414178e-07,0.00012173160288692581,-5.2312430249300403e-05,7.350546172363796e-07,-6.284159069582507e-05,4.4773357079877636e-05,-5.843250813840407e-12,5.510671507929144e-05,-4.361020239669452e-05,-5.033405930539489e-12
448.0,-0.0001258890712415197,5.2177695674111144e-05,-7.03704862179904e-13,0.0001257521657745347,-5.236748141915511e-05,-6.988442080734654e-13,-0.00012929975189633568,5.2867610136772927e-05,3.798858788065185e-12,0.00012919940704628468,-5.306685208439057e-05,3.8113659096370615e-12,-0.00012069283663150416,5.3766430051328905e-05,1.2593117022608865e-12,0.00012215998087612904,-5.0235919781308845e-05,1.4392205158816825e-12,-0.00012152431895823454,5.1798097571885875e-05,6.950367234307186e-07,0.00012142828438167944,-5.199667621552152e-05,6.948724806467605e-07,-6.458405287422752e-05,4.492587687438152e-05,-3.929725906099237e-12,6.13881254286388e-05,-4.460234416129457e-05,-6.292654688540807e-12
449.0,-0.00012630218069528714,5.211295529879868e-05,-6.325407661507875e-13,0.0001261550401807041,-5.23503116506064e-05,-6.275525639423752e-13,-0.00012958325935896658,5.2727862555444156e-05,3.508688496209556e-12,0.0001294626978525858,-5.297329132968334e-05,3.5061507966663264e-12,-0.00012150355680564162,5.388836525399051e-05,1.138262008258422e-12,0.00012295506696881217,-5.049274608319021e-05,1.3227071350511398e-12,-0.0001222975813664643,5.195013391161109e-05,6.310581733936232e-07,0.00012218274912354708,-5.219146064704881e-05,6.306234635720983e-07,-6.60425561181197e-05,4.5302289168082445e-05,-2.923881659257937e-12,6.37147022933568e-05,-4.5217470102955455e-05,-4.826975377870288e-12
450.0,-0.0001262999181949233,5.1615695560271624e-05,-8.018303417459159e-13,0.00012614508938698689,-5.1862104688561476e-05,-7.93562751250245e-13,-0.00012969675604075097,5.221373923720177e-05,3.531488257164176e-12,0.00012957569701628534,-5.2468756608609416e-05,3.539453193524228e-12,-0.00012126031815220544,5.3321667814529824e-05,1.0282294585534145e-12,0.00012270753245815125,-4.9996572101935826e-05,1.2226689991860178e-12,-0.00012204265599014084,5.14166792381554e-05,5.835129704642297e-07,0.0001219280219037121,-5.166470982327111e-05,5.833959568582354e-07,-6.652924600938916e-05,4.508692912071263e-05,-2.101769309120551e-12,6.49857398597391e-05,-4.5140473243001696e-05,-3.060449781196667e-12
452.0,-0.00012653789675863526,5.135598552869671e-05,-8.876459383297725e-13,0.00012638088481227864,-5.162018905858159e-05,-8.803601549294367e-13,-0.00012990937668403647,5.190016061431588e-05,3.3104404551139287e-12,0.00012978589352798423,-5.217308598908169e-05,3.323243474350829e-12,-0.00012150230617475156,5.304948768384522e-05,8.459603452510019e-13,0.00012300703800551205,-4.991257082703989e-05,1.0479040496887292e-12,-0.00012243904076901835,5.12889992575381e-05,4.905491163923786e-07,0.0001223196332821203,-5.155849821112467e-05,4.904572150067279e-07,-7.295765092108759e-05,4.535170938303709e-05,-3.663988713411255e-12,7.153199770172778e-05,-4.549818424625172e-05,-3.894927228485652e-12
452.5,-0.00012662766043052082,5.1349863397117675e-05,-8.762467418841469e-13,0.00012648850586275033,-5.1569927636312844e-05,-8.660866655147327e-13,-0.00012996761433001862,5.1873552161886915e-05,3.2396788950743943e-12,0.000129867185960181,-5.210298680665077e-05,3.266566570830326e-12,-0.00012165844339017391,5.3059298379509456e-05,8.216959756132935e-13,0.0001231951328362389,-4.994058385495983e-05,1.0258364673442823e-12,-0.00012257683374265936,5.1319907405729346e-05,4.75002040314659e-07,0.0001224806406830391,-5.154505070538732e-05,4.752742849994094e-07,-7.406593702238819e-05,4.548190407312241e-05,-3.3615543865853584e-12,7.301639521586507e-05,-4.560739555270504e-05,-3.544174026366288e-12
